Episode,Score,Turn,Epsilon,Reward,Penalty456,Complete,MZScore, HandComplete
1,19940,60,0.050,19940,0,赤ドラ1 七対子 混一色,16, 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子7 筒子7 筒子8 筒子8 東風 東風
2,19687,84,0.050,19687,0,清一色,16, 筒子1 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子8 筒子8
3,3636,126,0.050,3636,0,,8, 
4,19660,93,0.050,19660,0,清一色,16, 筒子1 筒子2 筒子2 筒子3 筒子3 筒子3 筒子4 筒子4 筒子5 筒子7 筒子7 筒子8 筒子8 筒子8
5,4490,126,0.050,4490,0,,4, 
6,3446,126,0.050,3446,0,,4, 
7,13966,42,0.050,13966,0,白 赤ドラ1 混一色,16, 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子5 筒子5 筒子6 筒子7 筒子7 白ちゃん 白ちゃん 白ちゃん
8,4575,126,0.050,4575,0,,4, 
9,7773,126,0.050,7773,0,,8, 
10,18240,48,0.050,18240,0,赤ドラ1 清一色,16, 筒子1 筒子1 筒子1 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子6 筒子7 筒子8
11,4714,126,0.050,4714,0,,1, 
12,10205,26,0.050,10205,0,七対子,16, 萬子2 萬子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子7 筒子7 筒子8 筒子8 白ちゃん 白ちゃん
13,9574,126,0.050,9574,0,,4, 
14,21243,113,0.050,21243,0,赤ドラ1 清一色,16, 筒子3 筒子4 筒子4 筒子4 筒子5 筒子5 筒子5赤ドラ 筒子6 筒子6 筒子7 筒子7 筒子7 筒子8 筒子9
15,9792,46,0.050,9792,0,混一色,16, 筒子1 筒子1 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子4 筒子5 筒子5 筒子6 白ちゃん 白ちゃん
16,9280,126,0.050,9280,0,,4, 
17,20832,79,0.050,20832,0,断么九 清一色,16, 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5 筒子5 筒子6 筒子7 筒子7 筒子7 筒子8 筒子8 筒子8
18,3743,126,0.050,3743,0,,4, 
19,18461,84,0.050,18461,0,赤ドラ1 清一色,16, 筒子1 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子5 筒子7 筒子7
20,24749,91,0.050,24749,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子2 筒子2 筒子3 筒子3 筒子4 筒子5 筒子5 筒子5赤ドラ 筒子6 筒子6 筒子7 筒子8 筒子9
21,14921,97,0.050,14921,0,赤ドラ1 七対子,16, 萬子8 萬子8 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子7 筒子7 筒子8 筒子8
22,14528,68,0.050,14528,0,赤ドラ1 混一色,16, 筒子2 筒子3 筒子4 筒子5 筒子5赤ドラ 筒子5 筒子6 筒子7 筒子7 筒子8 筒子8 筒子9 中ちゃん 中ちゃん
23,3866,126,0.050,3866,0,,4, 
24,17582,58,0.050,17582,0,赤ドラ1 清一色,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子5 筒子6 筒子6 筒子8 筒子8 筒子8
25,4540,126,0.050,4540,0,,2, 
26,4149,126,0.050,4149,0,,4, 
27,4974,126,0.050,4974,0,,4, 
28,4334,126,0.050,4334,0,,2, 
29,17669,113,0.050,17669,0,七対子 混一色,16, 筒子1 筒子1 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子7 筒子7 筒子8 筒子8
30,20117,105,0.050,20117,0,赤ドラ1 断么九 清一色,16, 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子5 筒子5 筒子5赤ドラ 筒子6 筒子7 筒子8
31,19092,101,0.050,19092,0,赤ドラ1 清一色,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子5 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8
32,18010,60,0.050,18010,0,清一色,16, 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8 筒子8 筒子9
33,22096,90,0.050,22096,0,赤ドラ1 断么九 清一色,16, 筒子3 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子5赤ドラ 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8
34,14524,109,0.050,14524,0,清一色,16, 筒子1 筒子1 筒子1 筒子3 筒子3 筒子3 筒子4 筒子4 筒子4 筒子5 筒子5 筒子8 筒子8 筒子8
35,5242,126,0.050,5242,0,,4, 
36,18110,56,0.050,18110,0,清一色,16, 筒子3 筒子4 筒子4 筒子5 筒子5 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8 筒子8 筒子9
37,21088,120,0.050,21088,0,赤ドラ1 断么九 清一色,16, 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子4 筒子5 筒子5 筒子5赤ドラ 筒子6 筒子6 筒子7 筒子8
38,21158,101,0.050,21158,0,赤ドラ1 清一色,16, 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子5 筒子6 筒子7 筒子7 筒子8 筒子9
39,22433,121,0.050,22433,0,清一色,16, 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8 筒子8 筒子8 筒子9
40,5501,126,0.050,5501,0,,4, 
41,4453,126,0.050,4453,0,,4, 
42,5120,126,0.050,5120,0,,2, 
43,20340,54,0.050,20340,0,赤ドラ1 断么九 清一色,16, 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子5 筒子5 筒子6 筒子6 筒子6 筒子7 筒子8
44,10647,35,0.050,10647,0,七対子,16, 萬子6 萬子6 筒子2 筒子2 筒子4 筒子4 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8 白ちゃん 白ちゃん
45,17458,51,0.050,17458,0,赤ドラ1 清一色,16, 筒子1 筒子1 筒子2 筒子2 筒子3 筒子3 筒子3 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子6 筒子8 筒子8
46,2048,126,0.050,2048,0,,4, 
47,20333,95,0.050,20333,0,赤ドラ1 清一色,16, 筒子2 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子6 筒子7 筒子7 筒子8 筒子9
48,25782,92,0.050,25782,0,断么九 清一色,16, 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8 筒子8
49,5097,126,0.050,5097,0,,2, 
50,16807,98,0.050,16807,0,清一色,16, 筒子2 筒子3 筒子3 筒子3 筒子4 筒子4 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8 筒子9
51,21899,72,0.050,21899,0,赤ドラ1 断么九 清一色,16, 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8
52,20303,92,0.050,20303,0,赤ドラ1 清一色,16, 筒子1 筒子2 筒子2 筒子3 筒子3 筒子4 筒子5 筒子5赤ドラ 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8
53,8574,126,0.050,8574,0,,2, 
54,22170,101,0.050,22170,0,赤ドラ1 断么九 清一色,16, 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子6 筒子6 筒子7 筒子7 筒子7 筒子7 筒子8
55,11766,126,0.050,11766,0,,8, 
56,2614,126,0.050,2614,0,,2, 
57,18797,73,0.050,18797,0,赤ドラ1 清一色,16, 筒子3 筒子3 筒子3 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8 筒子9
58,6857,126,0.050,6857,0,,2, 
59,24726,37,0.050,24726,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子2 筒子2 筒子3 筒子3 筒子4 筒子5赤ドラ 筒子6 筒子6 筒子6 筒子7 筒子7 筒子8 筒子9
60,2850,126,0.050,2850,0,,4, 
61,18725,53,0.050,18725,0,断么九 清一色,16, 筒子2 筒子2 筒子3 筒子4 筒子4 筒子4 筒子5 筒子5 筒子5 筒子6 筒子6 筒子8 筒子8 筒子8
62,18732,99,0.050,18732,0,赤ドラ1 清一色,16, 筒子1 筒子1 筒子1 筒子2 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子6 筒子6
63,11387,100,0.050,11387,0,赤ドラ1 混一色,16, 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子5 筒子5 筒子6 筒子7 筒子8 筒子9 白ちゃん 白ちゃん
64,6885,126,0.050,6885,0,,2, 
65,12416,126,0.050,12416,0,,4, 
66,4585,126,0.050,4585,0,,2, 
67,4619,126,0.050,4619,0,,4, 
68,2960,126,0.050,2960,0,,4, 
69,22358,53,0.050,22358,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子7 筒子7 筒子8 筒子9
70,18494,34,0.050,18494,0,赤ドラ1 混一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子5 筒子5赤ドラ 筒子6 筒子7 筒子7 筒子8 筒子9 白ちゃん 白ちゃん
71,24451,57,0.050,24451,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子1 筒子2 筒子3 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子9
72,4451,126,0.050,4451,0,,2, 
73,16713,125,0.050,16713,0,清一色,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5 筒子5 筒子6 筒子6 筒子6 筒子6 筒子7 筒子8
74,4714,126,0.050,4714,0,,4, 
75,9664,126,0.050,9664,0,,4, 
76,3249,126,0.050,3249,0,,4, 
77,15601,63,0.050,15601,0,清一色,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子4 筒子5 筒子6 筒子6 筒子6 筒子7 筒子8 筒子8 筒子8
78,3691,126,0.050,3691,0,,2, 
79,10416,126,0.050,10416,0,,8, 
80,16346,85,0.050,16346,0,清一色,16, 筒子1 筒子1 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子4 筒子5 筒子6 筒子6 筒子7 筒子8
81,19724,78,0.050,19724,0,赤ドラ1 断么九 清一色,16, 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8
82,4029,126,0.050,4029,0,,2, 
83,3522,126,0.050,3522,0,,4, 
84,17713,48,0.050,17713,0,赤ドラ1 清一色,16, 筒子1 筒子1 筒子1 筒子2 筒子2 筒子3 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子6 筒子6 筒子7 筒子8
85,18896,114,0.050,18896,0,赤ドラ1 清一色,16, 筒子3 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8 筒子8 筒子9
86,31662,121,0.050,31662,0,清一色,16, 筒子1 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子7
87,2922,126,0.050,2922,0,,4, 
88,3521,126,0.050,3521,0,,4, 
89,2651,126,0.050,2651,0,,8, 
90,3501,126,0.050,3501,0,,4, 
91,8597,126,0.050,8597,0,,4, 
92,17027,100,0.050,17027,0,清一色,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8 筒子8
93,7849,126,0.050,7849,0,,2, 
94,3579,126,0.050,3579,0,,4, 
95,2357,126,0.050,2357,0,,2, 
96,3633,126,0.050,3633,0,,4, 
97,1983,126,0.050,1983,0,,2, 
98,14000,109,0.050,14000,0,清一色,16, 筒子1 筒子1 筒子1 筒子1 筒子2 筒子3 筒子4 筒子4 筒子4 筒子5 筒子6 筒子7 筒子8 筒子8
99,17857,103,0.050,17857,0,赤ドラ1 清一色,16, 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子6 筒子7 筒子7 筒子8 筒子8 筒子8 筒子9
100,22466,122,0.050,22466,0,赤ドラ1 清一色,16, 筒子1 筒子2 筒子2 筒子3 筒子3 筒子4 筒子5 筒子5赤ドラ 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8
101,5899,126,0.050,5899,0,,4, 
102,12001,126,0.050,12001,0,,8, 
103,20247,114,0.050,20247,0,赤ドラ1 清一色,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子4 筒子5 筒子5 筒子5 筒子5赤ドラ 筒子6 筒子7 筒子8
104,17245,69,0.050,17245,0,赤ドラ1 清一色,16, 筒子2 筒子3 筒子4 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子6 筒子6 筒子6 筒子6 筒子7 筒子8 筒子9
105,2597,126,0.050,2597,0,,2, 
106,20084,116,0.050,20084,0,赤ドラ1 断么九 清一色,16, 筒子2 筒子3 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子5 筒子5赤ドラ 筒子6 筒子8 筒子8 筒子8
107,3538,126,0.050,3538,0,,2, 
108,18581,85,0.050,18581,0,赤ドラ1 清一色,16, 筒子1 筒子2 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子6 筒子6 筒子7 筒子8
109,18587,96,0.050,18587,0,赤ドラ1 清一色,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5 筒子5赤ドラ 筒子5 筒子6 筒子6 筒子6 筒子7 筒子8
110,4429,126,0.050,4429,0,,4, 
111,10690,126,0.050,10690,0,,8, 
112,22380,38,0.050,22380,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子5 筒子6 筒子7 筒子7 筒子7 筒子8 筒子8 筒子9 筒子9
113,5870,126,0.050,5870,0,,8, 
114,6292,126,0.050,6292,0,,4, 
115,14904,78,0.050,14904,0,清一色,16, 筒子1 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子8 筒子8 筒子8
116,20780,120,0.050,20780,0,赤ドラ1 断么九 清一色,16, 筒子3 筒子4 筒子4 筒子5 筒子5 筒子5赤ドラ 筒子6 筒子6 筒子7 筒子7 筒子7 筒子8 筒子8 筒子8
117,19130,51,0.050,19130,0,赤ドラ1 清一色,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子5赤ドラ 筒子6 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8 筒子8
118,17479,109,0.050,17479,0,清一色,16, 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子6 筒子7 筒子7 筒子8 筒子9
119,2817,126,0.050,2817,0,,1, 
120,17902,85,0.050,17902,0,清一色,16, 筒子1 筒子1 筒子1 筒子2 筒子3 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8
121,4616,126,0.050,4616,0,,1, 
122,20356,97,0.050,20356,0,赤ドラ1 清一色,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子6 筒子7 筒子7 筒子7 筒子8 筒子8
123,6109,126,0.050,6109,0,,4, 
124,2949,126,0.050,2949,0,,2, 
125,18099,51,0.050,18099,0,赤ドラ1 七対子 混一色,16, 筒子2 筒子2 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子6 筒子6 筒子8 筒子8 筒子8 筒子8 白ちゃん 白ちゃん
126,15503,98,0.050,15503,0,清一色,16, 筒子1 筒子2 筒子2 筒子3 筒子3 筒子4 筒子5 筒子5 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8
127,4065,126,0.050,4065,0,,4, 
128,18247,64,0.050,18247,0,清一色,16, 筒子1 筒子2 筒子2 筒子2 筒子3 筒子3 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8
129,4361,126,0.050,4361,0,,4, 
130,15418,92,0.050,15418,0,清一色,16, 筒子1 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子6 筒子6 筒子6 筒子6 筒子8 筒子8
131,7307,126,0.050,7307,0,,4, 
132,3655,126,0.050,3655,0,,4, 
133,6609,126,0.050,6609,0,,4, 
134,8414,126,0.050,8414,0,,2, 
135,8217,126,0.050,8217,0,,8, 
136,9111,126,0.050,9111,0,,8, 
137,17192,112,0.050,17192,0,清一色,16, 筒子1 筒子1 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子8 筒子8 筒子8
138,4222,126,0.050,4222,0,,4, 
139,2850,126,0.050,2850,0,,2, 
140,6298,126,0.050,6298,0,,2, 
141,10949,82,0.050,10949,0,七対子,16, 筒子1 筒子1 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子7 索子5 索子5
142,2653,126,0.050,2653,0,,2, 
143,5943,126,0.050,5943,0,,8, 
144,2834,126,0.050,2834,0,,4, 
145,6573,126,0.050,6573,0,,4, 
146,16546,67,0.050,16546,0,清一色,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子4 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8
147,2505,126,0.050,2505,0,,4, 
148,10582,23,0.050,10582,0,一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子4 筒子5 筒子6 筒子7 筒子7 筒子8 筒子9 索子4 索子4
149,18977,114,0.050,18977,0,断么九 清一色,16, 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8 筒子8
150,19991,51,0.050,19991,0,断么九 清一色,16, 筒子2 筒子3 筒子3 筒子3 筒子3 筒子4 筒子4 筒子4 筒子5 筒子5 筒子5 筒子6 筒子7 筒子8
151,18546,111,0.050,18546,0,赤ドラ1 清一色,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子5 筒子5 筒子6 筒子6 筒子7 筒子8
152,16608,90,0.050,16608,0,清一色,16, 筒子1 筒子1 筒子1 筒子2 筒子3 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子8
153,2154,126,0.050,2154,0,,4, 
154,18665,88,0.050,18665,0,赤ドラ1 断么九 清一色,16, 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子5 筒子5 筒子6 筒子6 筒子7 筒子7 筒子7 筒子8
155,10364,59,0.050,10364,0,混一色,16, 筒子1 筒子2 筒子2 筒子3 筒子3 筒子3 筒子4 筒子4 筒子5 筒子6 筒子7 筒子8 北風 北風
156,3971,126,0.050,3971,0,,4, 
157,19091,96,0.050,19091,0,清一色,16, 筒子1 筒子1 筒子1 筒子2 筒子3 筒子4 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子8 筒子8
158,12156,126,0.050,12156,0,,2, 
159,6822,126,0.050,6822,0,,4, 
160,23456,103,0.050,23456,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子1 筒子2 筒子3 筒子4 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子6 筒子6 筒子7 筒子8 筒子9
161,14878,79,0.050,14878,0,清一色,16, 筒子3 筒子3 筒子3 筒子4 筒子4 筒子4 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子9 筒子9
162,4104,126,0.050,4104,0,,4, 
163,7325,126,0.050,7325,0,,8, 
164,8059,126,0.050,8059,0,,4, 
165,21403,32,0.050,21403,0,赤ドラ1 断么九 清一色,16, 筒子2 筒子3 筒子3 筒子4 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子6 筒子6 筒子7 筒子7 筒子7 筒子8
166,5676,126,0.050,5676,0,,2, 
167,8541,126,0.050,8541,0,,8, 
168,18213,72,0.050,18213,0,断么九 清一色,16, 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子8 筒子8
169,22881,111,0.050,22881,0,赤ドラ1 清一色,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5 筒子5 筒子5赤ドラ 筒子6 筒子6 筒子7 筒子7 筒子8
170,3161,126,0.050,3161,0,,1, 
171,5391,126,0.050,5391,0,,2, 
172,19178,74,0.050,19178,0,赤ドラ1 清一色,16, 筒子1 筒子1 筒子1 筒子2 筒子3 筒子4 筒子5 筒子5 筒子5 筒子5 筒子5赤ドラ 筒子6 筒子7 筒子8
173,17614,87,0.050,17614,0,清一色,16, 筒子1 筒子1 筒子1 筒子1 筒子2 筒子3 筒子4 筒子4 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8
174,2372,126,0.050,2372,0,,2, 
175,1810,126,0.050,1810,0,,4, 
176,4896,126,0.050,4896,0,,2, 
177,9840,126,0.050,9840,0,,4, 
178,24934,88,0.050,24934,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子6 筒子6 筒子6 筒子7 筒子8 筒子9
179,5893,126,0.050,5893,0,,8, 
180,2712,126,0.050,2712,0,,4, 
181,16788,55,0.050,16788,0,清一色,16, 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8 筒子9 筒子9
182,4126,126,0.050,4126,0,,2, 
183,3382,126,0.050,3382,0,,2, 
184,14975,63,0.050,14975,0,七対子 混一色,16, 筒子1 筒子1 筒子2 筒子2 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8
185,4685,126,0.050,4685,0,,4, 
186,5855,126,0.050,5855,0,,4, 
187,5610,126,0.050,5610,0,,4, 
188,9153,120,0.050,9153,0,混一色,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子6 筒子7 筒子8 發ちゃん 發ちゃん
189,5488,126,0.050,5488,0,,4, 
190,21137,90,0.050,21137,0,赤ドラ1 断么九 清一色,16, 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子6 筒子6 筒子6 筒子6 筒子7 筒子7 筒子8
191,7653,126,0.050,7653,0,,8, 
192,2560,126,0.050,2560,0,,4, 
193,6784,126,0.050,6784,0,,4, 
194,15590,95,0.050,15590,0,清一色,16, 筒子1 筒子2 筒子3 筒子3 筒子3 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子8 筒子8 筒子8
195,8347,126,0.050,8347,0,,2, 
196,5449,126,0.050,5449,0,,2, 
197,17637,124,0.050,17637,0,清一色,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子6 筒子6 筒子8 筒子8 筒子8
198,21746,52,0.050,21746,0,清一色 一気通貫,16, 筒子1 筒子1 筒子1 筒子2 筒子2 筒子3 筒子4 筒子5 筒子5 筒子6 筒子7 筒子7 筒子8 筒子9
199,25443,108,0.050,25443,0,赤ドラ1 断么九 清一色,16, 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8
200,3426,126,0.050,3426,0,,2, 
201,3752,126,0.050,3752,0,,2, 
202,4627,126,0.050,4627,0,,4, 
203,15213,73,0.050,15213,0,清一色,16, 筒子1 筒子2 筒子3 筒子4 筒子5 筒子5 筒子5 筒子5 筒子6 筒子7 筒子7 筒子7 筒子8 筒子8
204,24270,95,0.050,24270,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子1 筒子1 筒子2 筒子3 筒子4 筒子4 筒子5赤ドラ 筒子6 筒子6 筒子6 筒子7 筒子8 筒子9
205,6831,126,0.050,6831,0,,4, 
206,18017,59,0.050,18017,0,赤ドラ1 清一色,16, 筒子1 筒子2 筒子3 筒子4 筒子5 筒子5 筒子5赤ドラ 筒子5 筒子6 筒子7 筒子7 筒子7 筒子9 筒子9
207,6546,126,0.050,6546,0,,4, 
208,4647,126,0.050,4647,0,,4, 
209,4635,126,0.050,4635,0,,4, 
210,7391,126,0.050,7391,0,,2, 
211,4607,126,0.050,4607,0,,4, 
212,5202,126,0.050,5202,0,,4, 
213,17519,93,0.050,17519,0,清一色,16, 筒子1 筒子2 筒子2 筒子3 筒子3 筒子4 筒子5 筒子5 筒子5 筒子6 筒子6 筒子6 筒子7 筒子8
214,18153,40,0.050,18153,0,赤ドラ1 清一色,16, 筒子1 筒子1 筒子1 筒子2 筒子3 筒子4 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子5 筒子6 筒子6 筒子6
215,21295,86,0.050,21295,0,清一色,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子6 筒子6 筒子7
216,19987,108,0.050,19987,0,赤ドラ1 清一色,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子5 筒子6 筒子6 筒子7 筒子8 筒子8
217,3654,126,0.050,3654,0,,2, 
218,3112,126,0.050,3112,0,,4, 
219,18115,68,0.050,18115,0,断么九 清一色,16, 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5 筒子5 筒子6 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8
220,3955,126,0.050,3955,0,,4, 
221,15767,66,0.050,15767,0,清一色,16, 筒子1 筒子1 筒子2 筒子3 筒子4 筒子5 筒子5 筒子5 筒子6 筒子6 筒子6 筒子6 筒子7 筒子8
222,4157,126,0.050,4157,0,,4, 
223,6780,126,0.050,6780,0,,8, 
224,17273,80,0.050,17273,0,赤ドラ1 清一色,16, 筒子1 筒子1 筒子1 筒子2 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子5 筒子6 筒子6 筒子7
225,7319,126,0.050,7319,0,,1, 
226,3253,126,0.050,3253,0,,4, 
227,21987,117,0.050,21987,0,赤ドラ1 断么九 清一色,16, 筒子3 筒子3 筒子3 筒子3 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8
228,3230,126,0.050,3230,0,,4, 
229,19512,58,0.050,19512,0,赤ドラ1 清一色,16, 筒子1 筒子1 筒子2 筒子3 筒子4 筒子5 筒子5 筒子5赤ドラ 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8
230,11212,126,0.050,11212,0,,8, 
231,2715,126,0.050,2715,0,,4, 
232,4581,126,0.050,4581,0,,2, 
233,6147,126,0.050,6147,0,,1, 
234,16117,113,0.050,16117,0,清一色,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子4 筒子5 筒子5 筒子5 筒子5 筒子6 筒子6 筒子7 筒子8
235,9618,126,0.050,9618,0,,8, 
236,6391,126,0.050,6391,0,,8, 
237,18066,93,0.050,18066,0,断么九 清一色,16, 筒子2 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8
238,5370,126,0.050,5370,0,,8, 
239,6214,126,0.050,6214,0,,4, 
240,6909,126,0.050,6909,0,,4, 
241,1844,126,0.050,1844,0,,2, 
242,4325,126,0.050,4325,0,,8, 
243,9110,126,0.050,9110,0,,4, 
