Episode,Score,Turn,Epsilon,Reward,Penalty456,Complete,MZScore, HandComplete
34,22530,40,0.005,22530,0,赤ドラ1 七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子5 筒子5赤ドラ 索子5 索子5 索子6 索子6 北風 北風 發ちゃん 發ちゃん
35,1296,126,0.005,1296,0,,0, 
36,31886,118,0.005,31886,0,赤ドラ1 七対子 五門斉,16, 萬子3 萬子3 萬子7 萬子7 筒子5 筒子5赤ドラ 索子7 索子7 北風 北風 發ちゃん 白ちゃん 發ちゃん 白ちゃん
37,5816,126,0.005,5816,0,,0, 
38,10216,126,0.005,10216,0,,0, 
39,14616,126,0.005,14616,0,,0, 
40,10008,97,0.005,10008,0,七対子,16, 筒子5 筒子5 索子4 索子4 索子7 索子7 北風 北風 發ちゃん 發ちゃん 白ちゃん 白ちゃん 發ちゃん 發ちゃん
41,32714,112,0.005,32714,0,七対子 五門斉,16, 萬子3 萬子3 萬子4 萬子4 萬子6 萬子6 筒子5 筒子5 索子7 索子7 北風 北風 白ちゃん 白ちゃん
42,32704,117,0.005,32704,0,赤ドラ1 七対子 五門斉,16, 萬子3 萬子3 萬子4 萬子4 筒子5赤ドラ 筒子5 索子4 索子4 索子6 索子6 北風 北風 發ちゃん 發ちゃん
43,-584,126,0.005,-584,0,,0, 
44,14888,64,0.005,14888,0,七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 萬子4 萬子4 筒子5 筒子5 索子7 索子7 北風 北風 白ちゃん 白ちゃん
45,31020,115,0.005,31020,0,赤ドラ1 七対子,16, 筒子5 筒子5赤ドラ 索子1 索子1 索子4 索子4 索子7 索子7 北風 北風 白ちゃん 發ちゃん 白ちゃん 發ちゃん
46,7416,126,0.005,7416,0,,0, 
47,576,126,0.005,576,0,,0, 
48,11016,126,0.005,11016,0,,0, 
49,10456,126,0.005,10456,0,,0, 
50,23755,85,0.005,23755,0,赤ドラ1 七対子 五門斉,16, 萬子3 萬子3 筒子5赤ドラ 筒子5 索子6 索子6 索子9 索子9 北風 北風 發ちゃん 發ちゃん 白ちゃん 白ちゃん
51,19465,83,0.005,19465,0,七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子4 筒子4 筒子5 筒子5 索子7 索子7 北風 北風 白ちゃん 白ちゃん
52,3816,126,0.005,3816,0,,0, 
53,19416,126,0.005,19416,0,,0, 
54,9816,126,0.005,9816,0,,0, 
55,21416,126,0.005,21416,0,,0, 
56,4576,126,0.005,4576,0,,0, 
57,3416,126,0.005,3416,0,,0, 
58,18616,126,0.005,18616,0,,0, 
59,-984,126,0.005,-984,0,,0, 
60,12896,126,0.005,12896,0,,0, 
61,15256,126,0.005,15256,0,,0, 
62,6616,126,0.005,6616,0,,0, 
63,18610,84,0.005,18610,0,七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子1 筒子1 筒子5 筒子5 索子7 索子7 北風 北風 白ちゃん 白ちゃん
64,30354,74,0.005,30354,0,赤ドラ1 七対子 五門斉,16, 萬子1 萬子1 筒子5 筒子5赤ドラ 索子4 索子4 索子6 索子6 索子7 索子7 北風 北風 白ちゃん 白ちゃん
65,13810,84,0.005,13810,0,七対子 五門斉,16, 萬子3 萬子3 萬子6 萬子6 筒子5 筒子5 索子4 索子4 索子7 索子7 北風 北風 白ちゃん 白ちゃん
66,17941,63,0.005,17941,0,赤ドラ1 七対子,16, 筒子5赤ドラ 筒子5 索子2 索子2 索子4 索子4 索子6 索子6 北風 北風 白ちゃん 發ちゃん 發ちゃん 白ちゃん
67,25032,98,0.005,25032,0,赤ドラ1 七対子 五門斉,16, 萬子3 萬子3 筒子5赤ドラ 筒子5 筒子5 筒子5 索子5 索子5 索子7 索子7 北風 北風 發ちゃん 發ちゃん
68,20616,126,0.005,20616,0,,0, 
69,15896,126,0.005,15896,0,,0, 
70,15700,86,0.005,15700,0,七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子5 筒子5 筒子9 筒子9 索子6 索子6 北風 北風 白ちゃん 白ちゃん
71,13944,96,0.005,13944,0,七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子5 筒子5 索子3 索子3 索子6 索子6 北風 北風 白ちゃん 白ちゃん
72,27256,126,0.005,27256,0,,0, 
73,19968,51,0.005,19968,0,赤ドラ1 七対子 五門斉,16, 萬子3 萬子3 筒子5 筒子5赤ドラ 索子4 索子4 索子7 索子7 北風 北風 南風 南風 白ちゃん 白ちゃん
74,20541,63,0.005,20541,0,七対子 五門斉,16, 萬子3 萬子3 筒子5 筒子5 索子6 索子6 索子7 索子7 北風 北風 西風 西風 發ちゃん 發ちゃん
75,26111,121,0.005,26111,0,七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子5 筒子5 索子6 索子6 索子7 索子7 北風 北風 白ちゃん 白ちゃん
76,7416,126,0.005,7416,0,,0, 
77,20176,126,0.005,20176,0,,0, 
78,14570,70,0.005,14570,0,七対子 五門斉,16, 萬子3 萬子3 筒子5 筒子5 索子4 索子4 索子7 索子7 北風 北風 發ちゃん 白ちゃん 白ちゃん 發ちゃん
79,2056,126,0.005,2056,0,,0, 
80,9296,126,0.005,9296,0,,0, 
81,13816,126,0.005,13816,0,,0, 
82,3816,126,0.005,3816,0,,0, 
83,21264,108,0.005,21264,0,七対子 五門斉,16, 萬子3 萬子3 筒子5 筒子5 索子7 索子7 北風 北風 東風 東風 發ちゃん 白ちゃん 白ちゃん 發ちゃん
84,18928,73,0.005,18928,0,七対子,16, 萬子1 萬子1 萬子3 萬子3 筒子5 筒子5 索子4 索子4 索子6 索子6 索子7 索子7 白ちゃん 白ちゃん
85,11416,126,0.005,11416,0,,0, 
86,17977,43,0.005,17977,0,赤ドラ1 七対子 五門斉,16, 萬子3 萬子3 筒子5赤ドラ 筒子5 索子4 索子4 索子6 索子6 北風 北風 白ちゃん 發ちゃん 發ちゃん 白ちゃん
87,17240,100,0.005,17240,0,七対子,16, 萬子1 萬子1 萬子3 萬子3 索子7 索子7 北風 北風 發ちゃん 發ちゃん 白ちゃん 白ちゃん 中ちゃん 中ちゃん
88,21420,86,0.005,21420,0,七対子 五門斉,16, 萬子3 萬子3 筒子5 筒子5 索子4 索子4 索子6 索子6 索子7 索子7 北風 北風 發ちゃん 發ちゃん
89,10296,126,0.005,10296,0,,0, 
90,38216,126,0.005,38216,0,,0, 
91,27816,126,0.005,27816,0,,0, 
92,11820,60,0.005,11820,0,赤ドラ1 七対子,16, 萬子3 萬子3 萬子4 萬子4 筒子5赤ドラ 筒子5 索子6 索子6 索子7 索子7 白ちゃん 白ちゃん 發ちゃん 發ちゃん
93,17336,126,0.005,17336,0,,0, 
94,-224,126,0.005,-224,0,,0, 
95,16755,45,0.005,16755,0,七対子,16, 萬子1 萬子1 萬子3 萬子3 筒子5 筒子5 筒子8 筒子8 索子6 索子6 索子7 索子7 北風 北風
96,7816,126,0.005,7816,0,,0, 
97,19860,60,0.005,19860,0,赤ドラ1 七対子 五門斉,16, 萬子3 萬子3 筒子5 筒子5赤ドラ 索子3 索子3 索子4 索子4 索子6 索子6 北風 北風 發ちゃん 發ちゃん
98,20444,79,0.005,20444,0,赤ドラ1 七対子,16, 萬子1 萬子1 萬子3 萬子3 萬子5 萬子5 筒子5 筒子5赤ドラ 南風 南風 北風 北風 發ちゃん 發ちゃん
99,11475,65,0.005,11475,0,七対子,16, 筒子5 筒子5 筒子7 筒子7 索子4 索子4 索子7 索子7 北風 北風 發ちゃん 白ちゃん 發ちゃん 白ちゃん
100,14665,83,0.005,14665,0,七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子5 筒子5 筒子6 筒子6 索子5 索子5 北風 北風 發ちゃん 發ちゃん
101,11016,126,0.005,11016,0,,0, 
102,8216,126,0.005,8216,0,,0, 
103,17716,71,0.005,17716,0,赤ドラ1 七対子 五門斉,16, 萬子3 萬子3 筒子5赤ドラ 筒子5 筒子8 筒子8 索子4 索子4 索子7 索子7 北風 北風 白ちゃん 白ちゃん
104,31416,126,0.005,31416,0,,0, 
105,27609,67,0.005,27609,0,赤ドラ1 七対子 五門斉,16, 萬子3 萬子3 萬子6 萬子6 筒子5 筒子5赤ドラ 索子4 索子4 索子6 索子6 東風 東風 白ちゃん 白ちゃん
106,31154,74,0.005,31154,0,赤ドラ1 七対子 五門斉,16, 萬子1 萬子1 筒子5 筒子5赤ドラ 索子4 索子4 索子7 索子7 北風 北風 發ちゃん 發ちゃん 白ちゃん 白ちゃん
107,27600,95,0.005,27600,0,七対子 五門斉,16, 萬子1 萬子1 萬子5 萬子5 筒子5 筒子5 索子6 索子6 索子8 索子8 北風 北風 白ちゃん 白ちゃん
108,15112,93,0.005,15112,0,七対子,16, 萬子1 萬子1 萬子3 萬子3 索子4 索子4 索子7 索子7 北風 北風 白ちゃん 發ちゃん 發ちゃん 白ちゃん
109,13320,100,0.005,13320,0,七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 萬子6 萬子6 筒子5 筒子5 索子7 索子7 北風 北風 白ちゃん 白ちゃん
110,24084,79,0.005,24084,0,赤ドラ1 七対子 五門斉,16, 萬子3 萬子3 萬子6 萬子6 筒子5赤ドラ 筒子5 索子4 索子4 北風 北風 西風 西風 白ちゃん 白ちゃん
111,16096,126,0.005,16096,0,,0, 
112,1936,126,0.005,1936,0,,0, 
113,21816,126,0.005,21816,0,,0, 
114,2856,126,0.005,2856,0,,0, 
115,13416,126,0.005,13416,0,,0, 
116,13635,85,0.005,13635,0,赤ドラ2 七対子,16, 萬子3 萬子3 萬子5 萬子5赤ドラ 萬子6 萬子6 萬子6 萬子6 筒子5赤ドラ 筒子5 北風 北風 白ちゃん 白ちゃん
117,4936,126,0.005,4936,0,,0, 
118,18168,92,0.005,18168,0,七対子 五門斉,16, 萬子3 萬子3 萬子4 萬子4 筒子5 筒子5 索子4 索子4 索子6 索子6 北風 北風 白ちゃん 白ちゃん
119,21410,84,0.005,21410,0,七対子 五門斉,16, 萬子6 萬子6 筒子2 筒子2 筒子5 筒子5 索子4 索子4 索子6 索子6 北風 北風 白ちゃん 白ちゃん
120,-584,126,0.005,-584,0,,0, 
121,11416,126,0.005,11416,0,,0, 
122,22568,92,0.005,22568,0,赤ドラ1 七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 萬子6 萬子6 筒子5赤ドラ 筒子5 索子6 索子6 北風 北風 白ちゃん 白ちゃん
123,21544,117,0.005,21544,0,七対子 五門斉,16, 萬子3 萬子3 筒子5 筒子5 索子6 索子6 索子7 索子7 北風 北風 發ちゃん 發ちゃん 白ちゃん 白ちゃん
124,27058,106,0.005,27058,0,七対子,16, 萬子1 萬子1 萬子3 萬子3 萬子6 萬子6 筒子5 筒子5 索子6 索子6 索子7 索子7 白ちゃん 白ちゃん
125,12616,126,0.005,12616,0,,0, 
126,29487,109,0.005,29487,0,赤ドラ1 七対子 五門斉,16, 萬子3 萬子3 筒子5赤ドラ 筒子5 索子4 索子4 索子6 索子6 北風 北風 南風 南風 發ちゃん 發ちゃん
127,37606,102,0.005,37606,0,赤ドラ1 七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子3 筒子3 筒子5赤ドラ 筒子5 索子6 索子6 北風 北風 白ちゃん 白ちゃん
128,8405,87,0.005,8405,0,七対子,16, 萬子3 萬子3 萬子3 萬子3 萬子4 萬子4 萬子6 萬子6 筒子5 筒子5 北風 北風 白ちゃん 白ちゃん
129,26860,115,0.005,26860,0,赤ドラ1 七対子 五門斉,16, 萬子1 萬子1 萬子7 萬子7 筒子5 筒子5赤ドラ 索子4 索子4 索子7 索子7 北風 北風 發ちゃん 發ちゃん
130,17834,112,0.005,17834,0,赤ドラ1 七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 萬子7 萬子7 筒子5 筒子5赤ドラ 索子6 索子6 北風 北風 白ちゃん 白ちゃん
131,28916,71,0.005,28916,0,赤ドラ1 七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子5赤ドラ 筒子5 索子7 索子7 北風 北風 白ちゃん 白ちゃん 白ちゃん 白ちゃん
132,13016,126,0.005,13016,0,,0, 
133,17116,52,0.005,17116,0,七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子5 筒子5 筒子7 筒子7 索子6 索子6 北風 北風 白ちゃん 白ちゃん
134,34045,87,0.005,34045,0,七対子 五門斉,16, 萬子1 萬子1 筒子5 筒子5 筒子6 筒子6 索子4 索子4 索子7 索子7 北風 北風 白ちゃん 白ちゃん
135,19856,126,0.005,19856,0,,0, 
136,18260,75,0.005,18260,0,赤ドラ1 七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子5赤ドラ 筒子5 索子7 索子7 北風 北風 東風 東風 白ちゃん 白ちゃん
137,32470,110,0.005,32470,0,七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子5 筒子5 筒子8 筒子8 索子4 索子4 北風 北風 白ちゃん 白ちゃん
138,8252,111,0.005,8252,0,赤ドラ1 七対子,16, 萬子1 萬子1 萬子3 萬子3 筒子5 筒子5赤ドラ 索子4 索子4 索子6 索子6 索子7 索子7 北風 北風
139,16676,68,0.005,16676,0,赤ドラ1 七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子5赤ドラ 筒子5 索子6 索子6 索子7 索子7 北風 北風 白ちゃん 白ちゃん
140,19112,59,0.005,19112,0,七対子,16, 萬子3 萬子3 索子3 索子3 索子4 索子4 索子6 索子6 索子7 索子7 北風 北風 發ちゃん 發ちゃん
141,13992,122,0.005,13992,0,七対子 五門斉,16, 萬子2 萬子2 萬子3 萬子3 筒子5 筒子5 索子6 索子6 索子7 索子7 北風 北風 發ちゃん 發ちゃん
142,16616,126,0.005,16616,0,,0, 
143,16264,117,0.005,16264,0,赤ドラ1 七対子 五門斉,16, 萬子3 萬子3 筒子1 筒子1 筒子5 筒子5赤ドラ 索子4 索子4 索子7 索子7 北風 北風 發ちゃん 發ちゃん
144,16852,122,0.005,16852,0,赤ドラ1 七対子 五門斉,16, 萬子6 萬子6 筒子5 筒子5赤ドラ 索子4 索子4 索子7 索子7 北風 北風 白ちゃん 白ちゃん 發ちゃん 發ちゃん
145,8576,126,0.005,8576,0,,0, 
146,-264,126,0.005,-264,0,,0, 
147,31245,87,0.005,31245,0,赤ドラ1 七対子 五門斉,16, 萬子1 萬子1 萬子5 萬子5赤ドラ 筒子5 筒子5 索子4 索子4 索子7 索子7 北風 北風 發ちゃん 發ちゃん
148,2216,126,0.005,2216,0,,0, 
149,28936,126,0.005,28936,0,,0, 
150,21776,99,0.005,21776,0,七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子5 筒子5 索子6 索子6 索子7 索子7 北風 北風 白ちゃん 白ちゃん
151,7816,126,0.005,7816,0,,0, 
152,17418,78,0.005,17418,0,七対子 五門斉,16, 萬子3 萬子3 萬子4 萬子4 筒子5 筒子5 索子6 索子6 索子7 索子7 北風 北風 白ちゃん 白ちゃん
153,17910,34,0.005,17910,0,七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子5 筒子5 索子4 索子4 索子6 索子6 北風 北風 白ちゃん 白ちゃん
154,18292,111,0.005,18292,0,七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子5 筒子5 筒子6 筒子6 索子4 索子4 北風 北風 發ちゃん 發ちゃん
155,11049,67,0.005,11049,0,赤ドラ1 七対子,16, 萬子1 萬子1 萬子3 萬子3 筒子5 筒子5赤ドラ 索子4 索子4 索子5 索子5 索子6 索子6 北風 北風
156,23016,126,0.005,23016,0,,0, 
157,13945,83,0.005,13945,0,七対子,16, 萬子1 萬子1 筒子5 筒子5 索子4 索子4 索子5 索子5 索子6 索子6 索子7 索子7 白ちゃん 白ちゃん
158,19413,47,0.005,19413,0,赤ドラ1 七対子,16, 萬子1 萬子1 萬子3 萬子3 萬子7 萬子7 筒子5 筒子5赤ドラ 索子6 索子6 索子7 索子7 白ちゃん 白ちゃん
159,21016,126,0.005,21016,0,,0, 
160,1016,126,0.005,1016,0,,0, 
161,19708,56,0.005,19708,0,赤ドラ1 七対子 五門斉,16, 萬子3 萬子3 筒子5赤ドラ 筒子5 索子6 索子6 索子7 索子7 索子9 索子9 北風 北風 發ちゃん 發ちゃん
162,7416,126,0.005,7416,0,,0, 
163,2016,126,0.005,2016,0,,0, 
164,6976,126,0.005,6976,0,,0, 
165,17488,97,0.005,17488,0,赤ドラ1 七対子 五門斉,16, 萬子3 萬子3 萬子8 萬子8 筒子5赤ドラ 筒子5 筒子7 筒子7 索子4 索子4 北風 北風 白ちゃん 白ちゃん
166,13488,97,0.005,13488,0,七対子 五門斉,16, 萬子3 萬子3 萬子4 萬子4 筒子5 筒子5 索子4 索子4 索子6 索子6 北風 北風 白ちゃん 白ちゃん
167,7216,126,0.005,7216,0,,0, 
168,10696,126,0.005,10696,0,,0, 
169,15864,53,0.005,15864,0,赤ドラ1 七対子,16, 萬子1 萬子1 萬子3 萬子3 萬子9 萬子9 筒子5赤ドラ 筒子5 索子4 索子4 索子7 索子7 白ちゃん 白ちゃん
170,40918,114,0.005,40918,0,七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 萬子6 萬子6 筒子5 筒子5 索子7 索子7 北風 北風 白ちゃん 白ちゃん
171,25607,109,0.005,25607,0,赤ドラ1 七対子 五門斉,16, 萬子3 萬子3 筒子5赤ドラ 筒子5 索子4 索子4 索子7 索子7 北風 北風 發ちゃん 發ちゃん 白ちゃん 白ちゃん
172,17120,82,0.005,17120,0,赤ドラ1 七対子 五門斉,16, 萬子3 萬子3 萬子6 萬子6 萬子6 萬子6 筒子5赤ドラ 筒子5 索子7 索子7 北風 北風 白ちゃん 白ちゃん
173,21416,126,0.005,21416,0,,0, 
174,28992,77,0.005,28992,0,赤ドラ1 七対子 五門斉,16, 萬子3 萬子3 筒子4 筒子4 筒子5赤ドラ 筒子5 索子7 索子7 索子8 索子8 北風 北風 發ちゃん 發ちゃん
175,28970,120,0.005,28970,0,七対子 五門斉,16, 萬子3 萬子3 萬子4 萬子4 筒子5 筒子5 索子6 索子6 索子9 索子9 北風 北風 白ちゃん 白ちゃん
176,11080,82,0.005,11080,0,七対子,16, 萬子1 萬子1 萬子3 萬子3 索子3 索子3 索子6 索子6 索子6 索子6 索子8 索子8 白ちゃん 白ちゃん
177,17913,123,0.005,17913,0,七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子5 筒子5 索子7 索子7 索子8 索子8 北風 北風 發ちゃん 發ちゃん
178,37593,123,0.005,37593,0,赤ドラ1 七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子5 筒子5赤ドラ 筒子9 筒子9 索子4 索子4 北風 北風 白ちゃん 白ちゃん
179,896,126,0.005,896,0,,0, 
180,14310,110,0.005,14310,0,七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子5 筒子5 索子6 索子6 索子7 索子7 北風 北風 白ちゃん 白ちゃん
181,23096,126,0.005,23096,0,,0, 
182,29321,107,0.005,29321,0,七対子 五門斉,16, 萬子1 萬子1 萬子5 萬子5 筒子5 筒子5 索子7 索子7 北風 北風 發ちゃん 發ちゃん 白ちゃん 白ちゃん
183,25256,126,0.005,25256,0,,0, 
184,18336,126,0.005,18336,0,,0, 
185,13016,126,0.005,13016,0,,0, 
186,14430,80,0.005,14430,0,七対子 五門斉,16, 萬子1 萬子1 萬子9 萬子9 筒子5 筒子5 索子6 索子6 索子7 索子7 北風 北風 白ちゃん 白ちゃん
187,2536,126,0.005,2536,0,,0, 
188,4176,126,0.005,4176,0,,0, 
189,19465,83,0.005,19465,0,赤ドラ1 七対子 五門斉,16, 萬子1 萬子1 萬子5赤ドラ 萬子5 筒子5 筒子5 索子7 索子7 北風 南風 北風 南風 發ちゃん 發ちゃん
190,30516,71,0.005,30516,0,赤ドラ1 七対子 五門斉,16, 萬子3 萬子3 筒子1 筒子1 筒子5赤ドラ 筒子5 索子4 索子4 索子6 索子6 北風 北風 發ちゃん 發ちゃん
191,24176,99,0.005,24176,0,赤ドラ1 七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子4 筒子4 筒子5 筒子5赤ドラ 索子6 索子6 北風 北風 白ちゃん 白ちゃん
192,856,126,0.005,856,0,,0, 
193,26918,114,0.005,26918,0,七対子 五門斉,16, 萬子3 萬子3 筒子5 筒子5 索子7 索子7 北風 北風 白ちゃん 白ちゃん 發ちゃん 發ちゃん 中ちゃん 中ちゃん
194,5536,126,0.005,5536,0,,0, 
195,24216,126,0.005,24216,0,,0, 
196,31352,77,0.005,31352,0,赤ドラ1 七対子 五門斉,16, 萬子1 萬子1 筒子5 筒子5赤ドラ 索子4 索子4 索子6 索子6 索子7 索子7 北風 北風 白ちゃん 白ちゃん
197,27488,97,0.005,27488,0,赤ドラ1 七対子 五門斉,16, 萬子3 萬子3 筒子5 筒子5赤ドラ 索子4 索子4 索子6 索子6 索子8 索子8 北風 北風 白ちゃん 白ちゃん
198,20440,82,0.005,20440,0,七対子,16, 萬子1 萬子1 萬子3 萬子3 索子5 索子5 索子6 索子6 索子7 索子7 北風 北風 白ちゃん 白ちゃん
199,16122,48,0.005,16122,0,七対子 五門斉,16, 萬子3 萬子3 筒子5 筒子5 索子3 索子3 索子7 索子7 北風 北風 發ちゃん 發ちゃん 白ちゃん 白ちゃん
200,9816,126,0.005,9816,0,,0, 
201,13816,126,0.005,13816,0,,0, 
202,2776,126,0.005,2776,0,,0, 
203,19256,57,0.005,19256,0,赤ドラ1 七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子2 筒子2 筒子5赤ドラ 筒子5 索子7 索子7 北風 北風 白ちゃん 白ちゃん
204,10216,126,0.005,10216,0,,0, 
205,23032,93,0.005,23032,0,赤ドラ1 七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子5赤ドラ 筒子5 索子4 索子4 北風 南風 南風 北風 白ちゃん 白ちゃん
206,28972,122,0.005,28972,0,七対子 五門斉,16, 萬子3 萬子3 筒子5 筒子5 索子4 索子4 索子5 索子5 索子6 索子6 北風 北風 發ちゃん 發ちゃん
207,18058,78,0.005,18058,0,赤ドラ1 七対子 五門斉,16, 萬子1 萬子1 筒子5 筒子5赤ドラ 索子6 索子6 索子7 索子7 北風 北風 發ちゃん 白ちゃん 發ちゃん 白ちゃん
208,-224,126,0.005,-224,0,,0, 
209,10616,126,0.005,10616,0,,0, 
210,7576,126,0.005,7576,0,,0, 
211,23435,105,0.005,23435,0,赤ドラ1 七対子 五門斉,16, 萬子3 萬子3 筒子5赤ドラ 筒子5 筒子8 筒子8 索子6 索子6 索子7 索子7 北風 北風 發ちゃん 發ちゃん
212,23416,126,0.005,23416,0,,0, 
213,31630,80,0.005,31630,0,赤ドラ1 七対子 五門斉,16, 萬子2 萬子2 萬子3 萬子3 筒子5赤ドラ 筒子5 索子4 索子4 索子6 索子6 北風 北風 白ちゃん 白ちゃん
214,18692,104,0.005,18692,0,七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子5 筒子5 索子7 索子7 北風 北風 發ちゃん 發ちゃん 白ちゃん 白ちゃん
215,2216,126,0.005,2216,0,,0, 
216,-984,126,0.005,-984,0,,0, 
217,32216,126,0.005,32216,0,,0, 
218,20390,80,0.005,20390,0,七対子 五門斉,16, 萬子3 萬子3 筒子5 筒子5 索子4 索子4 索子6 索子6 北風 北風 西風 西風 白ちゃん 白ちゃん
219,-984,126,0.005,-984,0,,0, 
220,27016,126,0.005,27016,0,,0, 
221,2856,126,0.005,2856,0,,0, 
222,21984,117,0.005,21984,0,七対子,16, 筒子5 筒子5 索子4 索子4 索子5 索子5 索子6 索子6 索子7 索子7 北風 北風 白ちゃん 白ちゃん
223,25760,95,0.005,25760,0,七対子,16, 萬子1 萬子1 萬子3 萬子3 萬子4 萬子4 筒子5 筒子5 索子6 索子6 索子7 索子7 北風 北風
224,18749,103,0.005,18749,0,七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子5 筒子5 索子7 索子7 北風 北風 白ちゃん 白ちゃん 中ちゃん 中ちゃん
