Episode,Seat,Score,Turn,Epsilon,penalty_A,Yaku,MZ_Score,TZ_Score,Tenpai,HandComplete
1,South,409,110,0.995,0,,465,0,0,萬子1 萬子2 萬子3 萬子5 萬子5 索子1 索子1 索子5 索子5 索子8 索子9 南風 東風
2,East,199,110,0.990,0,,255,0,0,萬子1 萬子1 萬子5 萬子6 萬子9 筒子4 筒子7 筒子8 索子6 南風 南風 中ちゃん 白ちゃん
3,South,319,110,0.985,0,,375,0,0,萬子1 萬子6 萬子7 筒子3 筒子5 筒子7 索子5赤ドラ 索子6 索子8 東風 西風 東風 北風
4,West,409,110,0.980,0,,465,0,0,萬子8 筒子3 筒子4 筒子5 筒子6 索子1 索子2 索子4 索子6 索子7 南風 發ちゃん 發ちゃん
5,East,64,110,0.975,0,,120,0,0,萬子1 萬子8 萬子9 萬子9 筒子1 筒子4 筒子4 筒子8 索子3 索子9 索子9 西風 西風
6,South,154,110,0.970,0,,210,0,0,萬子1 萬子2 萬子3 萬子7 萬子9 筒子4 筒子7 筒子7 索子1 索子4 北風 中ちゃん 中ちゃん
7,West,49,110,0.966,0,,105,0,0,萬子3 萬子3 萬子4 萬子5 萬子5赤ドラ 萬子7 萬子8 索子1 索子3 索子8 西風 白ちゃん 中ちゃん
8,East,184,110,0.961,0,,240,0,0,萬子5 筒子5 筒子8 索子1 索子3 索子4 索子4 索子6 索子8 北風 北風 發ちゃん 中ちゃん
9,East,274,110,0.956,0,,330,0,0,萬子1 萬子1 萬子6 萬子7 萬子7 筒子4 筒子6 索子3 索子7 索子8 北風 發ちゃん 發ちゃん
10,West,4,110,0.951,0,,60,0,0,萬子2 萬子3 萬子3 萬子5 萬子7 筒子2 筒子6 索子4 索子9 索子9 北風 中ちゃん 中ちゃん
11,South,19,110,0.946,0,,75,0,0,萬子4 萬子6 筒子1 筒子4 筒子4 筒子5 筒子7 索子2 索子5 索子8 西風 東風 西風
12,East,229,110,0.942,0,,285,0,0,萬子5 萬子7 筒子1 筒子4 筒子4 筒子6 筒子9 筒子9 索子3 索子6 索子6 南風 西風
13,East,394,110,0.937,0,,450,0,0,萬子2 萬子6 萬子7 萬子8 筒子7 筒子7 筒子7 索子1 索子6 索子6 索子8 索子8 中ちゃん
14,East,304,110,0.932,0,,360,0,0,萬子1 萬子1 萬子4 萬子4 萬子8 萬子9 筒子5赤ドラ 筒子5 筒子5 西風 北風 東風 南風
15,South,4,110,0.928,0,,60,0,0,萬子2 萬子7 萬子8 萬子9 筒子1 筒子7 索子4 南風 南風 東風 發ちゃん 發ちゃん 白ちゃん
16,East,334,110,0.923,0,,390,0,0,萬子3 萬子8 筒子3 筒子4 筒子5 筒子5 筒子6 索子3 索子5赤ドラ 北風 北風 西風 白ちゃん
17,East,199,110,0.918,0,,255,0,0,萬子2 萬子4 萬子5赤ドラ 萬子6 萬子7 萬子8 索子3 索子3 索子7 索子9 索子9 南風 中ちゃん
18,West,199,110,0.914,0,,255,0,0,萬子7 萬子9 萬子9 筒子4 筒子4 筒子5 筒子7 筒子7 索子1 索子6 索子6 東風 南風
19,West,394,110,0.909,0,,450,0,0,萬子1 萬子2 筒子1 筒子4 索子2 索子3 索子3 索子5 索子5赤ドラ 南風 南風 東風 中ちゃん
20,South,139,110,0.905,0,,195,0,0,萬子3 萬子3 萬子5 萬子7 萬子7 筒子6 筒子7 索子6 索子6 索子8 索子9 白ちゃん 中ちゃん
21,West,199,110,0.900,0,,255,0,0,萬子3 萬子5 萬子6 萬子6 萬子9 筒子3 筒子3 筒子3 筒子5 索子1 索子5赤ドラ 索子5 東風
22,North,349,110,0.896,0,,405,0,0,萬子6 萬子8 萬子8 萬子9 萬子9 筒子7 索子3 索子3 索子6 索子6 索子6 索子8 西風
23,South,304,110,0.891,0,,360,0,0,萬子3 萬子3 萬子4 萬子9 筒子5 筒子6 筒子9 索子1 索子4 索子5 索子5 索子8 東風
24,East,542,111,0.887,0,,600,0,0,萬子4 萬子6 副露筒子5 副露筒子5赤ドラ 副露筒子5 索子5 索子5 索子5 索子6 索子6 北風 白ちゃん 白ちゃん
25,South,334,110,0.882,0,,390,0,0,萬子6 萬子8 筒子1 筒子8 索子2 索子3 索子4 索子5 索子5 索子6 索子8 索子9 白ちゃん
26,North,319,110,0.878,0,,375,0,0,萬子1 萬子1 萬子1 萬子2 萬子5 萬子7 筒子1 筒子4 筒子5 筒子7 索子2 索子3 發ちゃん
27,East,19,110,0.873,0,,75,0,0,萬子4 筒子3 筒子4 筒子7 索子3 索子4 索子4 索子6 索子6 索子7 索子9 東風 東風
28,West,94,110,0.869,0,,150,0,0,萬子2 萬子3 萬子8 筒子1 筒子6 筒子8 筒子9 索子4 索子5 索子7 東風 西風 中ちゃん
29,South,544,110,0.865,0,,600,0,0,萬子4 萬子4 萬子7 筒子6 筒子8 筒子8 筒子8 筒子8 索子1 索子3 索子4 索子4 索子5
30,East,229,110,0.860,0,,285,0,0,萬子8 筒子2 筒子2 筒子7 索子2 索子3 索子6 索子6 索子6 索子7 索子9 東風 北風
31,West,199,110,0.856,0,,255,0,0,萬子5 萬子6 萬子8 筒子4 索子2 索子5 索子5 索子7 索子7 索子8 索子9 南風 發ちゃん
32,East,709,110,0.852,0,,765,0,0,萬子4 萬子6 萬子7 筒子1 筒子2 筒子5赤ドラ 筒子6 筒子7 北風 中ちゃん 中ちゃん 中ちゃん 白ちゃん
33,East,124,110,0.848,0,,180,0,0,萬子2 萬子3 萬子4 萬子9 筒子5赤ドラ 筒子8 筒子8 索子2 索子7 北風 西風 中ちゃん 白ちゃん
34,South,139,110,0.843,0,,195,0,0,萬子5 萬子5 筒子3 筒子5 筒子8 筒子9 筒子9 索子3 索子8 北風 南風 南風 發ちゃん
35,North,199,110,0.839,0,,255,0,0,萬子2 萬子7 筒子1 筒子1 筒子3 筒子9 筒子9 索子2 索子3 索子5 北風 南風 中ちゃん
36,West,574,110,0.835,0,,630,0,0,萬子1 萬子1 萬子2 萬子8 筒子5赤ドラ 筒子5 筒子5 筒子5 筒子8 筒子9 索子1 索子9 北風
37,East,289,110,0.831,0,,345,0,0,萬子1 萬子4 筒子4 索子2 索子2 索子3 索子6 索子6 索子6 索子7 北風 西風 白ちゃん
38,South,409,110,0.827,0,,465,0,0,萬子2 萬子8 萬子9 萬子9 萬子9 筒子3 筒子7 筒子8 索子4 索子5 南風 中ちゃん 中ちゃん
39,West,19,110,0.822,0,,75,0,0,萬子4 萬子5 萬子6 筒子2 筒子2 筒子6 筒子8 筒子9 索子2 索子2 索子2 索子5赤ドラ 南風
40,East,214,110,0.818,0,,270,0,0,萬子5 萬子5 萬子9 筒子3 筒子5 筒子5 筒子9 筒子9 索子2 索子5 索子5赤ドラ 索子7 北風
41,West,259,110,0.814,0,,315,0,0,萬子4 萬子5 萬子6 筒子3 筒子4 筒子9 筒子9 索子1 索子3 索子6 東風 西風 中ちゃん
42,West,257,111,0.810,0,,315,0,0,萬子3 萬子4 萬子5 筒子3 筒子4 副露筒子5 副露筒子5 副露筒子5赤ドラ 筒子6 索子1 索子3 索子7 索子9
43,West,214,110,0.806,0,,270,0,0,萬子2 萬子6 筒子4 筒子4 筒子5 筒子9 筒子9 索子2 索子6 索子8 索子9 東風 白ちゃん
44,West,259,110,0.802,0,,315,0,0,萬子4 萬子8 筒子3 筒子4 筒子4 筒子5 筒子6 筒子6 索子3 索子9 索子9 北風 南風
45,North,139,110,0.798,0,,195,0,0,萬子2 萬子6 萬子7 筒子8 筒子9 索子3 索子4 南風 北風 中ちゃん 發ちゃん 白ちゃん 中ちゃん
46,West,259,110,0.794,0,,315,0,0,萬子8 萬子8 筒子6 筒子6 筒子7 索子4 索子5 索子6 索子7 索子8 北風 中ちゃん 發ちゃん
47,North,154,110,0.790,0,,210,0,0,萬子2 萬子8 筒子2 筒子3 筒子5赤ドラ 筒子5 筒子5 筒子6 筒子8 索子2 索子5 索子5 西風
48,South,512,110,0.786,0,,570,0,0,萬子2 萬子2 萬子3 筒子6 筒子6 索子1 索子3 索子3 索子5 索子9 副露中ちゃん 副露中ちゃん 副露中ちゃん
49,North,289,110,0.782,0,,345,0,0,萬子1 萬子4 萬子4 萬子4 萬子5赤ドラ 筒子5 筒子6 筒子6 索子1 索子6 西風 北風 南風
50,North,229,110,0.778,0,,285,0,0,萬子1 萬子1 萬子7 筒子1 筒子1 筒子2 筒子2 筒子6 筒子6 索子1 索子6 索子7 索子8
51,South,4,110,0.774,0,,60,0,0,萬子2 萬子9 萬子9 筒子2 筒子5赤ドラ 筒子7 筒子9 筒子9 索子2 索子5 索子9 東風 北風
52,West,79,110,0.771,0,,135,0,0,萬子6 萬子7 筒子2 筒子5 筒子6 筒子8 筒子9 索子7 索子7 索子8 西風 南風 白ちゃん
53,West,274,110,0.767,0,,330,0,0,萬子3 萬子4 筒子7 筒子7 筒子9 索子1 索子2 索子4 索子9 北風 北風 白ちゃん 白ちゃん
54,West,319,110,0.763,0,,375,0,0,萬子2 萬子5 萬子6 萬子7 筒子3 筒子3 筒子4 筒子5 筒子9 索子2 索子6 索子8 南風
55,East,49,110,0.759,0,,105,0,0,萬子3 萬子5 萬子9 萬子9 筒子5赤ドラ 筒子5 筒子6 筒子8 索子6 南風 北風 東風 白ちゃん
56,West,124,110,0.755,0,,180,0,0,萬子1 萬子4 萬子8 筒子3 筒子4 筒子5赤ドラ 筒子5 筒子6 索子3 南風 南風 西風 發ちゃん
57,West,302,111,0.751,0,,360,0,0,萬子5 萬子5 萬子7 筒子6 筒子7 筒子9 副露索子4 副露索子4 副露索子4 索子7 索子8 索子8 東風
58,North,377,110,0.748,0,,435,0,0,萬子5赤ドラ 萬子7 萬子8 副露筒子2 副露筒子2 副露筒子2 筒子3 筒子7 筒子7 索子1 索子4 索子5 索子8
59,West,379,110,0.744,0,,435,0,0,萬子5 萬子5 萬子5 筒子2 筒子2 筒子4 筒子6 筒子8 索子5赤ドラ 索子7 索子7 南風 發ちゃん
60,West,229,110,0.740,0,,285,0,0,萬子5 萬子6 萬子6 萬子7 萬子8 萬子8 筒子1 筒子1 筒子6 索子3 索子6 南風 發ちゃん
61,East,109,110,0.737,0,,165,0,0,萬子2 萬子2 萬子3 萬子3 萬子4 萬子4 萬子6 萬子6 萬子8 筒子6 索子5 北風 南風
62,South,362,110,0.733,0,,420,0,0,萬子2 萬子2 筒子2 筒子3 索子1 索子2 索子5 副露索子6 副露索子6 副露索子6 索子9 中ちゃん 中ちゃん
63,South,424,110,0.729,0,,480,0,0,萬子1 萬子1 萬子3 萬子4 萬子5赤ドラ 萬子5 萬子5 萬子8 筒子1 筒子6 索子5 南風 發ちゃん
64,West,287,110,0.726,0,,345,0,0,副露萬子5 副露萬子5 副露萬子5赤ドラ 萬子6 筒子2 筒子2 筒子3 筒子5 筒子8 筒子8 索子2 索子5 索子5
65,West,229,110,0.722,0,,285,0,0,萬子2 萬子9 筒子2 筒子3 筒子5 筒子7 筒子8 索子1 索子2 索子3 索子7 西風 中ちゃん
66,South,229,110,0.718,0,,285,0,0,萬子1 萬子7 筒子2 筒子7 筒子8 索子2 索子5赤ドラ 南風 西風 北風 北風 白ちゃん 白ちゃん
67,South,379,110,0.715,0,,435,0,0,萬子2 萬子4 萬子6 萬子7 筒子5 筒子7 筒子9 索子4 索子5赤ドラ 索子5 西風 白ちゃん 中ちゃん
68,East,184,110,0.711,0,,240,0,0,萬子5赤ドラ 萬子6 萬子7 萬子8 萬子9 筒子1 筒子2 筒子4 筒子6 筒子9 索子1 索子1 索子7
69,East,694,110,0.708,0,,750,0,0,萬子4 萬子4 副露萬子5赤ドラ 萬子5 萬子5 萬子6 萬子7 萬子7 萬子7 索子5 索子7 索子9 東風
70,East,199,110,0.704,0,,255,0,0,萬子3 萬子3 萬子9 萬子9 筒子2 筒子4 筒子6 索子1 索子1 索子3 索子6 白ちゃん 發ちゃん
71,North,379,110,0.701,0,,435,0,0,萬子2 萬子6 萬子9 萬子9 筒子7 索子1 索子2 索子5 索子7 索子8 索子9 索子9 北風
72,West,34,110,0.697,0,,90,0,0,萬子2 萬子5 萬子7 萬子8 筒子1 筒子1 筒子3 筒子3 筒子4 筒子6 索子3 索子4 索子7
73,North,452,111,0.694,0,,510,0,0,萬子1 萬子6 萬子8 萬子8 萬子8 筒子6 索子2 索子3 索子7 副露北風 北風 南風 南風
74,North,452,111,0.690,0,,510,0,0,萬子6 萬子7 筒子3 副露筒子4 副露筒子4 副露筒子4 筒子7 筒子7 索子3 索子5 索子7 白ちゃん 白ちゃん
75,East,484,110,0.687,0,,540,0,0,萬子4 萬子5 萬子7 萬子7 萬子9 萬子9 索子1 索子3 索子4 索子5 南風 北風 西風
76,East,124,110,0.683,0,,180,0,0,萬子2 萬子3 萬子7 萬子9 筒子2 筒子5 筒子6 筒子6 筒子7 索子5 南風 發ちゃん 白ちゃん
77,East,244,110,0.680,0,,300,0,0,萬子2 萬子2 萬子3 萬子5 萬子9 索子7 索子8 索子9 北風 白ちゃん 白ちゃん 白ちゃん 發ちゃん
78,North,574,110,0.676,0,,630,0,0,萬子3 萬子4 萬子4 萬子7 筒子2 筒子8 筒子8 筒子8 筒子9 索子1 索子4 索子6 索子9
79,West,349,110,0.673,0,,405,0,0,萬子5 萬子6 萬子7 副露筒子2 副露筒子2 副露筒子2 筒子5赤ドラ 筒子9 索子1 索子1 北風 北風 發ちゃん
80,North,124,110,0.670,0,,180,0,0,副露萬子1 副露萬子1 副露萬子1 萬子4 萬子6 萬子7 筒子3 筒子4 筒子7 索子1 索子4 索子4 索子8
81,West,34,110,0.666,0,,90,0,0,萬子1 萬子3 萬子5 萬子9 筒子2 筒子2 筒子6 索子4 北風 南風 西風 中ちゃん 中ちゃん
82,South,452,111,0.663,0,,510,0,0,萬子2 萬子8 副露筒子1 副露筒子1 副露筒子1 筒子3 筒子3 筒子8 筒子9 筒子9 筒子9 索子4 索子7
83,West,332,110,0.660,0,,390,0,0,萬子5 萬子6 萬子7 副露筒子3 副露筒子3 副露筒子3 筒子4 筒子9 筒子9 索子7 索子7 索子9 東風
84,North,649,110,0.656,0,,705,0,0,萬子4 萬子6 筒子1 筒子2 筒子4 筒子5 筒子7 副露筒子9 副露筒子9 副露筒子9 索子2 索子3 東風
85,South,604,110,0.653,0,,660,0,0,萬子6 萬子7 萬子9 萬子9 筒子6 筒子7 筒子9 索子3 索子6 索子8 索子8 索子8 中ちゃん
86,North,79,110,0.650,0,,135,0,0,萬子1 萬子4 萬子6 萬子7 筒子4 筒子4 筒子9 索子4 索子5 索子5 西風 南風 白ちゃん
87,South,394,110,0.647,0,,450,0,0,萬子4 萬子7 萬子8 筒子8 索子1 索子1 索子3 索子3 索子5 索子5 索子6 索子7 索子7
88,North,602,111,0.643,0,,660,0,0,副露萬子4 副露萬子4 副露萬子4 筒子3 筒子4 筒子5 筒子6 索子5 索子8 中ちゃん 白ちゃん 白ちゃん 白ちゃん
89,West,454,110,0.640,0,,510,0,0,副露萬子5赤ドラ 副露萬子5 副露萬子5 萬子6 萬子6 萬子6 萬子8 筒子7 筒子7 筒子9 索子1 索子1 中ちゃん
90,South,214,110,0.637,0,,270,0,0,萬子8 萬子9 筒子1 筒子1 筒子7 索子3 索子3 索子5赤ドラ 索子5 索子7 副露南風 副露南風 副露南風
91,South,542,111,0.634,0,,600,0,0,副露萬子5 副露萬子5 副露萬子5 萬子9 筒子2 筒子5 筒子7 筒子8 索子1 索子3 索子3 索子4 索子8
92,North,64,110,0.631,0,,120,0,0,萬子4 萬子9 筒子3 筒子8 筒子8 索子1 索子1 索子2 索子2 索子5赤ドラ 索子5 索子6 中ちゃん
93,West,379,110,0.627,0,,435,0,0,副露萬子5 副露萬子5赤ドラ 副露萬子5 萬子7 萬子7 萬子8 筒子5 筒子7 索子2 索子2 索子3 索子8 南風
94,North,169,110,0.624,0,,225,0,0,萬子5 萬子9 萬子9 筒子6 索子2 索子3 索子4 索子8 東風 西風 南風 南風 白ちゃん
95,East,349,110,0.621,0,,405,0,0,萬子2 萬子4 筒子3 筒子8 筒子9 筒子9 筒子9 索子2 索子5 索子5赤ドラ 索子7 西風 東風
96,North,632,111,0.618,0,,690,0,0,萬子6 萬子7 萬子8 副露萬子8 萬子9 筒子5 筒子7 筒子8 索子1 東風 東風 白ちゃん 中ちゃん
97,South,662,110,0.615,0,,720,0,0,萬子2 萬子5 筒子1 筒子7 筒子7 筒子8 索子2 索子2 索子4 索子5 副露東風 副露東風 副露東風
98,South,362,111,0.612,0,,420,0,0,萬子5赤ドラ 萬子7 筒子5 筒子6 筒子7 筒子8 索子1 索子5 索子5 索子7 副露白ちゃん 副露白ちゃん 副露白ちゃん
99,West,422,110,0.609,0,,480,0,0,萬子2 萬子5 萬子6 筒子8 筒子8 筒子9 筒子9 索子5赤ドラ 索子5 索子5 副露索子7 索子7 副露索子7
100,East,272,111,0.606,0,,330,0,0,萬子7 筒子1 筒子7 筒子9 索子2 索子3 副露索子9 東風 西風 西風 北風 西風 西風
101,West,364,110,0.603,0,,420,0,0,萬子9 筒子2 筒子2 筒子2 筒子6 筒子8 索子1 索子3 索子3 索子3 索子6 索子6 索子8
102,North,512,110,0.600,0,,570,0,0,萬子2 筒子3 副露筒子5 副露筒子5 副露筒子5赤ドラ 副露索子6 副露索子6 副露索子6 索子7 索子8 索子9 索子9 白ちゃん
103,North,589,110,0.597,0,,645,0,0,筒子1 筒子4 筒子5 筒子5 筒子6 索子1 索子3 索子4 索子4 索子6 索子9 中ちゃん 白ちゃん
104,West,379,110,0.594,0,,435,0,0,萬子2 萬子7 萬子9 萬子9 筒子8 索子1 索子4 索子4 索子5 索子7 索子8 索子9 白ちゃん
105,North,572,110,0.591,0,,630,0,0,萬子3 副露萬子4 副露萬子4 副露萬子4 萬子7 萬子8 副露萬子9 副露萬子9 副露萬子9 索子5 索子7 索子8 南風
106,North,244,110,0.588,0,,300,0,0,萬子2 萬子3 萬子3 萬子5赤ドラ 萬子8 筒子2 筒子3 筒子7 索子2 索子3 索子5赤ドラ 索子8 索子8
107,East,527,111,0.585,0,,585,0,0,萬子4 筒子2 筒子5 筒子8 筒子8 筒子9 筒子9 副露索子4 副露索子4 副露索子4 索子7 北風 北風
108,South,362,110,0.582,0,,420,0,0,萬子2 副露萬子4 副露萬子4 副露萬子4 萬子5 萬子8 筒子8 筒子8 索子1 索子1 索子2 索子8 索子8
109,North,214,110,0.579,0,,270,0,0,萬子5 副露萬子6 副露萬子6 副露萬子6 筒子4 筒子4 索子4 索子4 索子7 南風 西風 白ちゃん 發ちゃん
110,West,424,110,0.576,0,,480,0,0,萬子2 萬子2 萬子2 萬子8 筒子2 筒子6 索子2 索子3 索子4 索子6 白ちゃん 中ちゃん 中ちゃん
111,South,544,110,0.573,0,,600,0,0,萬子2 萬子2 萬子3 萬子6 筒子3 索子1 索子3 索子4 索子7 索子7 索子9 北風 白ちゃん
112,South,184,110,0.570,0,,240,0,0,萬子4 萬子4 萬子4 萬子9 筒子5赤ドラ 筒子7 筒子8 索子2 索子4 索子7 北風 南風 中ちゃん
113,North,304,110,0.568,0,,360,0,0,萬子9 萬子9 筒子3 筒子6 索子1 索子2 索子6 索子6 索子7 索子7 副露發ちゃん 副露發ちゃん 副露發ちゃん
114,West,334,110,0.565,0,,390,0,0,萬子1 萬子2 萬子4 萬子4 萬子5 筒子2 筒子5 筒子7 筒子7 筒子8 索子1 索子4 南風
115,West,737,110,0.562,0,,795,0,0,萬子4 萬子9 筒子2 筒子5赤ドラ 索子1 索子2 副露索子4 索子4 副露索子4 副露索子9 副露索子9 副露索子9 東風
116,East,184,110,0.559,0,,240,0,0,萬子9 萬子9 筒子1 筒子3 筒子6 筒子8 筒子9 索子4 索子7 索子8 索子8 索子8 東風
117,North,49,110,0.556,0,,105,0,0,萬子2 萬子3 萬子5 萬子9 筒子1 筒子2 筒子4 筒子6 筒子9 筒子9 索子5 索子7 東風
118,North,437,110,0.554,0,,495,0,0,萬子1 萬子4 萬子5 筒子1 筒子2 筒子4 筒子4 筒子6 副露索子7 副露索子7 副露索子7 索子8 中ちゃん
119,South,705,110,0.551,0,,765,0,0,副露萬子5 副露萬子5 副露萬子5 筒子1 索子1 副露索子6 副露索子6 副露索子6 副露北風 副露北風 副露北風 西風 中ちゃん
120,East,647,110,0.548,0,,705,0,0,萬子4 萬子5 萬子5 萬子6 筒子7 索子1 副露索子5赤ドラ 副露索子5 副露索子5 索子8 副露南風 副露南風 副露南風
121,East,392,111,0.545,0,,450,0,0,副露萬子2 副露萬子2 萬子2 副露萬子2 萬子3 萬子5 筒子1 筒子8 索子1 索子7 索子9 北風 白ちゃん
122,West,424,110,0.543,0,,480,0,0,萬子3 副露萬子4 副露萬子4 副露萬子4 萬子6 萬子6 筒子1 筒子7 索子5 索子8 索子9 白ちゃん 發ちゃん
123,East,542,110,0.540,0,,600,0,0,萬子5 筒子1 筒子2 筒子4 筒子8 索子2 索子2 索子2 索子3 索子7 副露東風 副露東風 副露東風
124,North,842,110,0.537,0,,900,0,0,萬子7 筒子1 副露筒子5 副露筒子5 副露筒子5 筒子5 索子1 索子3 索子4 索子4 索子5 索子9 發ちゃん
125,North,109,110,0.534,0,,165,0,0,萬子3 萬子5 筒子1 筒子4 筒子5 筒子8 筒子9 索子2 索子4 索子7 索子8 索子9 中ちゃん
126,West,332,111,0.532,0,,390,0,0,萬子9 筒子2 筒子3 副露筒子5赤ドラ 副露筒子5 副露筒子5 筒子5 筒子6 筒子9 索子1 索子3 索子7 白ちゃん
127,East,679,110,0.529,0,,735,0,0,萬子6 筒子3 筒子6 筒子8 副露筒子9 副露筒子9 副露筒子9 索子3 索子3 索子3 索子3 索子6 北風
128,West,334,110,0.526,0,,390,0,0,萬子2 萬子6 筒子3 筒子3 筒子4 筒子6 筒子7 筒子8 索子1 索子7 白ちゃん 白ちゃん 中ちゃん
129,East,529,110,0.524,0,,585,0,0,萬子3 萬子3 萬子7 副露筒子2 副露筒子2 副露筒子2 索子2 索子3 索子3 索子3 索子6 南風 西風
130,East,319,110,0.521,0,,375,0,0,筒子3 筒子5 筒子5 筒子5赤ドラ 筒子5 筒子6 筒子6 筒子8 筒子8 筒子9 索子2 索子2 白ちゃん
131,North,527,110,0.519,0,,585,0,0,萬子1 副露萬子5 副露萬子5赤ドラ 副露萬子5 萬子6 萬子8 筒子2 筒子2 筒子5 筒子7 索子3 索子3 索子4
132,North,259,110,0.516,0,,315,0,0,萬子2 萬子6 萬子9 萬子9 筒子1 筒子5 筒子6 索子3 索子6 索子7 索子8 南風 東風
133,East,439,110,0.513,0,,495,0,0,萬子2 萬子4 萬子5 萬子7 筒子5 筒子7 筒子8 索子2 索子2 索子2 索子6 索子8 中ちゃん
134,South,124,110,0.511,0,,180,0,0,萬子2 萬子4 萬子5赤ドラ 萬子5 筒子2 筒子2 筒子5赤ドラ 索子1 索子1 索子3 索子3 索子7 南風
135,South,124,110,0.508,0,,180,0,0,萬子3 筒子2 筒子6 筒子9 筒子9 索子1 索子3 索子3 索子3 索子6 索子7 索子8 北風
136,North,482,110,0.506,0,,540,0,0,萬子5 萬子8 筒子3 筒子9 索子1 索子2 副露索子3 副露索子3 副露索子3 副露索子5 副露索子5赤ドラ 副露索子5 白ちゃん
137,West,139,110,0.503,0,,195,0,0,萬子2 萬子4 萬子9 筒子4 筒子5 筒子5 筒子7 索子1 索子2 索子3 索子6 索子9 南風
138,West,484,110,0.501,0,,540,0,0,萬子6 萬子6 萬子7 筒子1 筒子3 筒子3 筒子3 筒子8 筒子8 筒子9 索子2 東風 南風
139,North,244,110,0.498,0,,300,0,0,萬子3 萬子4 萬子9 萬子9 筒子1 筒子2 筒子3 筒子5 筒子7 筒子8 索子6 索子7 東風
140,East,4,110,0.496,0,,60,0,0,萬子1 萬子2 萬子2 萬子5赤ドラ 筒子5 筒子5 筒子8 索子1 索子2 索子6 索子6 索子8 東風
141,North,662,110,0.493,0,,720,0,0,副露萬子5 副露萬子5 副露萬子5 萬子8 萬子8 筒子1 筒子8 筒子8 索子3 索子4 西風 西風 中ちゃん
142,East,347,111,0.491,0,,405,0,0,萬子2 萬子3 萬子3 副露萬子4 萬子4 副露萬子4 萬子6 萬子9 筒子2 筒子7 筒子9 白ちゃん 白ちゃん
143,South,437,111,0.488,0,,495,0,0,萬子3 萬子4 萬子5赤ドラ 萬子9 筒子8 副露索子1 副露索子1 副露索子1 索子5 索子5 索子5 南風 西風
144,West,304,110,0.486,0,,360,0,0,萬子2 萬子3 萬子4 萬子4 筒子3 筒子5 筒子6 筒子9 索子1 索子5 索子8 白ちゃん 白ちゃん
145,South,272,110,0.483,0,,330,0,0,萬子5 萬子7 筒子1 筒子5 筒子6 筒子8 索子3 索子5 索子8 副露東風 副露東風 副露東風 東風
146,North,527,110,0.481,0,,585,0,0,萬子1 副露萬子5赤ドラ 副露萬子5 副露萬子5 萬子8 萬子8 筒子2 筒子7 索子4 索子4 索子7 索子8 東風
147,South,512,110,0.479,0,,570,0,0,萬子4 萬子7 萬子9 副露筒子2 副露筒子2 副露筒子2 筒子3 筒子7 索子1 索子7 白ちゃん 白ちゃん 白ちゃん
148,West,319,110,0.476,0,,375,0,0,萬子3 萬子4 萬子5 萬子9 萬子9 筒子1 筒子1 筒子6 筒子7 索子1 索子2 索子2 東風
149,West,379,110,0.474,0,,435,0,0,萬子3 萬子5 萬子5 萬子8 筒子2 筒子4 筒子6 筒子8 筒子9 索子3 索子3 索子4 北風
150,North,452,110,0.471,0,,510,0,0,萬子3 萬子5 萬子8 筒子6 索子1 索子2 副露索子2 索子3 索子5 北風 南風 北風 南風
151,East,574,110,0.469,0,,630,0,0,萬子3 萬子6 萬子7 萬子9 筒子1 副露筒子2 副露筒子2 副露筒子2 筒子6 索子4 索子5 中ちゃん 中ちゃん
152,East,572,110,0.467,0,,630,0,0,萬子5 萬子6 筒子1 筒子6 筒子8 索子2 索子4 索子7 副露索子8 副露索子8 副露索子8 南風 發ちゃん
153,West,304,110,0.464,0,,360,0,0,萬子1 萬子4 萬子9 筒子7 筒子8 筒子9 筒子9 索子1 索子2 索子4 索子4 索子8 索子8
154,East,377,111,0.462,0,,435,0,0,筒子2 筒子3 筒子6 索子1 索子1 索子1 索子3 副露索子5 副露索子5 副露索子5赤ドラ 索子6 索子7 南風
155,East,949,110,0.460,0,,1005,0,0,萬子2 萬子3 萬子4 萬子5 萬子5 索子1 索子2 索子3 索子4 索子6 東風 中ちゃん 中ちゃん
156,West,529,110,0.458,0,,585,0,0,萬子4 萬子4 萬子9 筒子3 筒子4 筒子5 筒子5 筒子6 筒子6 筒子8 索子3 索子4 索子7
157,North,169,110,0.455,0,,225,0,0,萬子1 萬子5 萬子7 筒子3 筒子4 索子3 索子3 索子7 東風 南風 南風 南風 白ちゃん
158,North,722,110,0.453,0,,780,0,0,萬子5 萬子5赤ドラ 萬子6 萬子7 筒子8 副露索子1 副露索子1 副露索子1 索子2 副露索子5 副露索子5 副露索子5 索子8
159,West,812,110,0.451,0,,870,0,0,萬子4 萬子6 萬子7 萬子8 副露筒子9 副露筒子9 副露筒子9 筒子9 索子5 副露索子8 副露索子8 副露索子8 白ちゃん
160,East,79,110,0.448,0,,135,0,0,萬子3 萬子4 萬子4 萬子5赤ドラ 萬子6 萬子8 筒子1 索子3 索子5 索子5 索子7 北風 中ちゃん
161,South,364,110,0.446,0,,420,0,0,萬子2 萬子5赤ドラ 萬子7 萬子8 筒子6 筒子7 筒子7 副露筒子9 副露筒子9 副露筒子9 索子1 索子7 南風
162,North,379,110,0.444,0,,435,0,0,萬子4 筒子1 筒子2 筒子5 筒子5 筒子6 副露筒子7 副露筒子7 副露筒子7 筒子8 索子3 索子7 東風
