Episode,Seat,Score,Turn,Epsilon,penalty_A,Yaku,MZ_Score,TZ_Score,Tenpai,HandComplete
1266,East,236,107,0.040,0,,290,0,0,
1267,East,14,107,0.040,0,,70,0,0,
1268,South,246,107,0.040,0,,300,0,0,
1269,East,104,107,0.040,0,,160,0,0,
1270,West,404,107,0.040,0,,460,0,0,
1271,West,282,108,0.040,0,,340,0,0,
1272,North,334,107,0.040,0,,390,0,0,
1273,South,116,107,0.040,0,,170,0,0,
1274,North,166,107,0.040,0,,220,0,0,
1275,South,254,107,0.040,0,,310,0,0,
1276,East,254,107,0.040,0,,310,0,0,
1277,East,392,107,0.040,0,,450,0,0,
1278,East,374,107,0.040,0,,430,0,0,
1279,North,184,107,0.040,0,,240,0,0,
1280,East,174,107,0.040,0,,230,0,0,
1281,North,294,107,0.040,0,,350,0,0,
1282,West,36,107,0.040,0,,90,0,0,
1283,North,474,107,0.040,0,,530,0,0,
1284,North,154,107,0.040,0,,210,0,0,
1285,South,314,107,0.040,0,,370,0,0,
1286,East,424,107,0.040,0,,480,0,0,
1287,West,116,107,0.040,0,,170,0,0,
1288,South,64,108,0.040,0,,120,0,0,
1289,South,912,108,0.040,0,,520,0,2,
1290,North,829,108,0.040,0,,510,0,1,
1291,East,942,107,0.040,0,,1000,0,0,
1292,South,202,108,0.040,0,,260,0,0,
1293,East,206,107,0.040,0,,260,0,0,
1294,East,354,107,0.040,0,,410,0,0,
1295,East,56,107,0.040,0,,110,0,0,
1296,East,56,107,0.040,0,,110,0,0,
1297,East,136,107,0.040,0,,190,0,0,
1298,West,302,108,0.040,0,,360,0,0,
1299,North,294,107,0.040,0,,350,0,0,
1300,South,336,107,0.040,0,,390,0,0,
1301,South,44,107,0.040,0,,100,0,0,
1302,South,682,108,0.040,0,,740,0,0,
1303,South,234,107,0.040,0,,290,0,0,
1304,North,184,107,0.040,0,,240,0,0,
1305,West,374,107,0.040,0,,430,0,0,
1306,West,154,107,0.040,0,,210,0,0,
1307,East,244,107,0.040,0,,300,0,0,
1308,South,194,107,0.040,0,,250,0,0,
1309,South,422,108,0.040,0,,480,0,0,
1310,West,174,107,0.040,0,,230,0,0,
1311,West,64,107,0.040,0,,120,0,0,
1312,South,10712,104,0.040,0,中 白 混全帯么九,370,0,0,萬子1 萬子1 萬子1 筒子7 筒子8 筒子9 索子1 索子1 中ちゃん 中ちゃん 中ちゃん 白ちゃん 白ちゃん 白ちゃん
1313,North,444,107,0.040,0,,500,0,0,
1314,East,482,108,0.040,0,,540,0,0,
1315,East,474,107,0.040,0,,530,0,0,
1316,South,384,107,0.040,0,,440,0,0,
1317,East,224,108,0.040,0,,280,0,0,
1318,South,36,107,0.040,0,,90,0,0,
1319,West,927,107,0.040,0,,610,0,1,
1320,South,196,107,0.040,0,,250,0,0,
1321,North,322,108,0.040,0,,380,0,0,
1322,South,204,107,0.040,0,,260,0,0,
1323,East,104,108,0.040,0,,160,0,0,
1324,West,204,107,0.040,0,,260,0,0,
1325,South,184,107,0.040,0,,240,0,0,
1326,North,234,107,0.040,0,,290,0,0,
1327,East,242,108,0.040,0,,300,0,0,
1328,East,214,107,0.040,0,,270,0,0,
1329,West,374,107,0.040,0,,430,0,0,
1330,East,374,107,0.040,0,,430,0,0,
1331,West,442,108,0.040,0,,500,0,0,
1332,West,434,108,0.040,0,,490,0,0,
1333,North,314,107,0.040,0,,370,0,0,
1334,East,154,107,0.040,0,,210,0,0,
1335,West,94,107,0.040,0,,150,0,0,
1336,West,314,107,0.040,0,,370,0,0,
1337,West,352,108,0.040,0,,410,0,0,
1338,West,64,107,0.040,0,,120,0,0,
1339,West,364,107,0.040,0,,420,0,0,
1340,West,244,107,0.040,0,,300,0,0,
1341,East,202,107,0.040,0,,260,0,0,
1342,North,204,108,0.040,0,,260,0,0,
1343,South,402,108,0.040,0,,460,0,0,
1344,South,334,107,0.040,0,,390,0,0,
1345,East,184,108,0.040,0,,240,0,0,
1346,North,372,107,0.040,0,,430,0,0,
1347,South,384,107,0.040,0,,440,0,0,
1348,North,46,107,0.040,0,,100,0,0,
1349,South,104,108,0.040,0,,160,0,0,
1350,North,374,107,0.040,0,,430,0,0,
1351,North,274,108,0.040,0,,330,0,0,
1352,East,524,107,0.040,0,,580,0,0,
1353,West,76,107,0.040,0,,130,0,0,
1354,South,274,107,0.040,0,,330,0,0,
1355,North,274,107,0.040,0,,330,0,0,
1356,East,184,107,0.040,0,,240,0,0,
1357,South,294,108,0.040,0,,350,0,0,
1358,West,364,107,0.040,0,,420,0,0,
1359,North,126,107,0.040,0,,180,0,0,
1360,West,186,107,0.040,0,,240,0,0,
1361,East,1289,107,0.040,0,,220,0,3,
1362,East,86,107,0.040,0,,140,0,0,
1363,North,234,107,0.040,0,,290,0,0,
1364,North,174,107,0.040,0,,230,0,0,
1365,East,34,108,0.040,0,,90,0,0,
1366,East,144,107,0.040,0,,200,0,0,
1367,North,216,107,0.040,0,,270,0,0,
1368,West,284,108,0.040,0,,340,0,0,
1369,East,346,107,0.040,0,,400,0,0,
1370,East,86,107,0.040,0,,140,0,0,
1371,West,46,107,0.040,0,,100,0,0,
1372,North,94,108,0.040,0,,150,0,0,
1373,South,106,107,0.040,0,,160,0,0,
1374,West,312,108,0.040,0,,370,0,0,
1375,West,146,107,0.040,0,,200,0,0,
1376,North,807,107,0.040,0,,490,0,1,
1377,South,204,108,0.040,0,,260,0,0,
1378,West,226,107,0.040,0,,280,0,0,
1379,East,54,108,0.040,0,,110,0,0,
1380,South,224,107,0.040,0,,280,0,0,
1381,North,166,107,0.040,0,,220,0,0,
1382,North,156,107,0.040,0,,210,0,0,
1383,East,464,107,0.040,0,,520,0,0,
1384,South,94,108,0.040,0,,150,0,0,
1385,East,594,108,0.040,0,,650,0,0,
1386,North,106,107,0.040,0,,160,0,0,
1387,West,274,108,0.040,0,,330,0,0,
1388,East,184,107,0.040,0,,240,0,0,
1389,West,44,107,0.040,0,,100,0,0,
1390,South,254,107,0.040,0,,310,0,0,
1391,West,184,107,0.040,0,,240,0,0,
1392,North,444,108,0.040,0,,500,0,0,
1393,North,334,107,0.040,0,,390,0,0,
1394,South,104,107,0.040,0,,160,0,0,
1395,West,154,108,0.040,0,,210,0,0,
1396,North,104,108,0.040,0,,160,0,0,
1397,West,184,107,0.040,0,,240,0,0,
1398,East,304,107,0.040,0,,360,0,0,
1399,West,276,107,0.040,0,,330,0,0,
1400,West,126,107,0.040,0,,180,0,0,
1401,South,414,107,0.040,0,,470,0,0,
1402,South,166,107,0.040,0,,220,0,0,
1403,South,264,108,0.040,0,,320,0,0,
1404,East,156,107,0.040,0,,210,0,0,
1405,South,134,107,0.040,0,,190,0,0,
1406,North,284,107,0.040,0,,340,0,0,
1407,West,324,107,0.040,0,,380,0,0,
1408,West,294,107,0.040,0,,350,0,0,
1409,North,452,108,0.040,0,,510,0,0,
1410,South,92,107,0.040,0,,150,0,0,
1411,East,364,107,0.040,0,,420,0,0,
1412,East,552,107,0.040,0,,610,0,0,
1413,West,254,107,0.040,0,,310,0,0,
1414,West,-44,107,0.040,0,,10,0,0,
1415,North,256,107,0.040,0,,310,0,0,
1416,North,462,108,0.040,0,,520,0,0,
1417,East,-54,107,0.040,0,,0,0,0,
1418,North,84,107,0.040,0,,140,0,0,
1419,East,44,108,0.040,0,,100,0,0,
1420,South,792,107,0.040,0,,850,0,0,
1421,East,324,107,0.040,0,,380,0,0,
1422,West,16,107,0.040,0,,70,0,0,
1423,East,36,107,0.040,0,,90,0,0,
1424,South,184,107,0.040,0,,240,0,0,
1425,South,66,107,0.040,0,,120,0,0,
1426,West,112,108,0.040,0,,170,0,0,
1427,West,174,107,0.040,0,,230,0,0,
1428,East,174,108,0.040,0,,230,0,0,
1429,South,594,108,0.040,0,,650,0,0,
1430,South,204,108,0.040,0,,260,0,0,
1431,East,252,108,0.040,0,,310,0,0,
1432,East,234,107,0.040,0,,290,0,0,
1433,West,382,108,0.040,0,,440,0,0,
1434,West,-26,108,0.040,0,,30,0,0,
1435,West,494,107,0.040,0,,550,0,0,
1436,North,76,107,0.040,0,,130,0,0,
1437,South,266,107,0.040,0,,320,0,0,
1438,East,216,107,0.040,0,,270,0,0,
1439,West,362,108,0.040,0,,420,0,0,
1440,North,274,107,0.040,0,,330,0,0,
1441,South,246,107,0.040,0,,300,0,0,
1442,South,244,107,0.040,0,,300,0,0,
1443,South,334,107,0.040,0,,390,0,0,
1444,South,404,108,0.040,0,,460,0,0,
1445,North,64,108,0.040,0,,120,0,0,
1446,South,254,107,0.040,0,,310,0,0,
1447,North,234,107,0.040,0,,290,0,0,
1448,North,26,107,0.040,0,,80,0,0,
1449,North,226,107,0.040,0,,280,0,0,
1450,East,196,107,0.040,0,,250,0,0,
1451,North,184,107,0.040,0,,240,0,0,
1452,South,514,107,0.040,0,,570,0,0,
1453,South,-54,107,0.040,0,,0,0,0,
1454,South,44,107,0.040,0,,100,0,0,
1455,West,262,108,0.040,0,,320,0,0,
1456,North,196,107,0.040,0,,250,0,0,
1457,East,74,107,0.040,0,,130,0,0,
1458,South,16,107,0.040,0,,70,0,0,
1459,East,134,107,0.040,0,,190,0,0,
1460,South,292,108,0.040,0,,350,0,0,
1461,East,344,107,0.040,0,,400,0,0,
1462,West,126,107,0.040,0,,180,0,0,
1463,East,164,108,0.040,0,,220,0,0,
1464,North,304,108,0.040,0,,360,0,0,
1465,East,432,107,0.040,0,,490,0,0,
1466,South,134,107,0.040,0,,190,0,0,
1467,North,584,107,0.040,0,,640,0,0,
1468,North,252,108,0.040,0,,310,0,0,
1469,West,312,107,0.040,0,,370,0,0,
1470,North,66,107,0.040,0,,120,0,0,
1471,West,444,107,0.040,0,,500,0,0,
1472,West,-44,107,0.040,0,,10,0,0,
1473,East,186,107,0.040,0,,240,0,0,
1474,East,454,107,0.040,0,,510,0,0,
1475,West,374,107,0.040,0,,430,0,0,
1476,West,304,108,0.040,0,,360,0,0,
1477,West,182,108,0.040,0,,240,0,0,
1478,West,24,107,0.040,0,,80,0,0,
1479,East,136,107,0.040,0,,190,0,0,
1480,West,232,107,0.040,0,,290,0,0,
1481,South,256,107,0.040,0,,310,0,0,
1482,West,244,107,0.040,0,,300,0,0,
1483,North,96,107,0.040,0,,150,0,0,
1484,West,186,107,0.040,0,,240,0,0,
1485,North,314,107,0.040,0,,370,0,0,
1486,East,56,107,0.040,0,,110,0,0,
1487,West,46,107,0.040,0,,100,0,0,
1488,North,356,107,0.040,0,,410,0,0,
1489,West,-24,107,0.040,0,,30,0,0,
1490,South,334,108,0.040,0,,390,0,0,
1491,West,136,107,0.040,0,,190,0,0,
1492,North,76,107,0.040,0,,130,0,0,
1493,West,154,107,0.040,0,,210,0,0,
1494,West,424,107,0.040,0,,480,0,0,
1495,East,164,107,0.040,0,,220,0,0,
1496,West,204,107,0.040,0,,260,0,0,
1497,North,274,107,0.040,0,,330,0,0,
1498,East,64,108,0.040,0,,120,0,0,
1499,South,256,107,0.040,0,,310,0,0,
1500,East,154,107,0.040,0,,210,0,0,
1501,South,326,107,0.040,0,,380,0,0,
1502,East,266,107,0.040,0,,320,0,0,
1503,North,164,108,0.040,0,,220,0,0,
1504,West,312,108,0.040,0,,370,0,0,
1505,East,554,107,0.040,0,,610,0,0,
1506,South,86,107,0.040,0,,140,0,0,
1507,West,412,108,0.040,0,,470,0,0,
1508,North,452,107,0.040,0,,510,0,0,
1509,North,134,108,0.040,0,,190,0,0,
1510,South,264,107,0.040,0,,320,0,0,
1511,West,154,107,0.040,0,,210,0,0,
1512,South,384,107,0.040,0,,440,0,0,
1513,West,382,107,0.040,0,,440,0,0,
1514,West,176,107,0.040,0,,230,0,0,
1515,South,244,107,0.040,0,,300,0,0,
1516,South,34,107,0.040,0,,90,0,0,
1517,South,204,107,0.040,0,,260,0,0,
1518,South,284,107,0.040,0,,340,0,0,
1519,East,754,107,0.040,0,,810,0,0,
1520,North,594,107,0.040,0,,650,0,0,
1521,North,184,107,0.040,0,,240,0,0,
1522,South,374,107,0.040,0,,430,0,0,
1523,East,304,107,0.040,0,,360,0,0,
1524,East,464,107,0.040,0,,520,0,0,
1525,East,332,108,0.040,0,,390,0,0,
1526,East,242,107,0.040,0,,300,0,0,
1527,West,374,107,0.040,0,,430,0,0,
1528,South,144,107,0.040,0,,200,0,0,
1529,East,56,107,0.040,0,,110,0,0,
1530,South,242,108,0.040,0,,300,0,0,
1531,West,206,107,0.040,0,,260,0,0,
1532,West,274,107,0.040,0,,330,0,0,
1533,South,234,107,0.040,0,,290,0,0,
1534,East,244,107,0.040,0,,300,0,0,
1535,West,382,107,0.040,0,,440,0,0,
1536,West,74,107,0.040,0,,130,0,0,
1537,South,236,107,0.040,0,,290,0,0,
1538,South,76,107,0.040,0,,130,0,0,
1539,West,64,107,0.040,0,,120,0,0,
1540,South,382,107,0.040,0,,440,0,0,
1541,South,336,107,0.040,0,,390,0,0,
1542,West,216,107,0.040,0,,270,0,0,
1543,West,164,107,0.040,0,,220,0,0,
1544,West,204,107,0.040,0,,260,0,0,
1545,North,174,108,0.040,0,,230,0,0,
1546,South,462,108,0.040,0,,520,0,0,
1547,South,254,108,0.040,0,,310,0,0,
1548,East,182,107,0.040,0,,240,0,0,
1549,East,404,107,0.040,0,,460,0,0,
1550,West,314,107,0.040,0,,370,0,0,
1551,South,56,107,0.040,0,,110,0,0,
1552,South,232,108,0.040,0,,290,0,0,
1553,West,224,107,0.040,0,,280,0,0,
1554,West,324,107,0.040,0,,380,0,0,
1555,North,342,108,0.040,0,,400,0,0,
1556,East,264,107,0.040,0,,320,0,0,
1557,North,294,107,0.040,0,,350,0,0,
1558,North,26,107,0.040,0,,80,0,0,
1559,West,86,107,0.040,0,,140,0,0,
1560,West,54,107,0.040,0,,110,0,0,
1561,East,602,107,0.040,0,,660,0,0,
1562,East,244,107,0.040,0,,300,0,0,
1563,East,324,107,0.040,0,,380,0,0,
1564,North,124,108,0.040,0,,180,0,0,
1565,North,514,107,0.040,0,,570,0,0,
1566,South,654,107,0.040,0,,710,0,0,
1567,East,134,107,0.040,0,,190,0,0,
1568,South,622,107,0.040,0,,680,0,0,
1569,North,136,107,0.040,0,,190,0,0,
1570,East,134,108,0.040,0,,190,0,0,
1571,North,154,108,0.040,0,,210,0,0,
1572,East,34,108,0.040,0,,90,0,0,
1573,West,154,107,0.040,0,,210,0,0,
1574,North,144,108,0.040,0,,200,0,0,
1575,South,164,107,0.040,0,,220,0,0,
1576,West,434,107,0.040,0,,490,0,0,
1577,South,324,107,0.040,0,,380,0,0,
1578,South,236,107,0.040,0,,290,0,0,
1579,North,402,108,0.040,0,,460,0,0,
1580,North,24,107,0.040,0,,80,0,0,
1581,West,146,107,0.040,0,,200,0,0,
1582,South,224,108,0.040,0,,280,0,0,
1583,North,244,108,0.040,0,,300,0,0,
1584,South,226,107,0.040,0,,280,0,0,
1585,South,214,107,0.040,0,,270,0,0,
1586,West,84,108,0.040,0,,140,0,0,
1587,West,234,107,0.040,0,,290,0,0,
1588,North,54,107,0.040,0,,110,0,0,
1589,North,264,107,0.040,0,,320,0,0,
1590,West,84,107,0.040,0,,140,0,0,
1591,West,-6,107,0.040,0,,50,0,0,
1592,East,494,108,0.040,0,,550,0,0,
1593,North,84,107,0.040,0,,140,0,0,
1594,South,56,107,0.040,0,,110,0,0,
1595,North,284,107,0.040,0,,340,0,0,
1596,West,344,107,0.040,0,,400,0,0,
1597,North,324,107,0.040,0,,380,0,0,
1598,West,164,107,0.040,0,,220,0,0,
1599,South,652,108,0.040,0,,710,0,0,
1600,East,404,108,0.040,0,,460,0,0,
1601,East,274,107,0.040,0,,330,0,0,
1602,North,294,107,0.040,0,,350,0,0,
1603,West,344,107,0.040,0,,400,0,0,
1604,South,24,107,0.040,0,,80,0,0,
1605,West,64,107,0.040,0,,120,0,0,
1606,South,74,108,0.040,0,,130,0,0,
1607,South,76,107,0.040,0,,130,0,0,
1608,East,284,107,0.040,0,,340,0,0,
1609,East,206,107,0.040,0,,260,0,0,
1610,West,26,107,0.040,0,,80,0,0,
1611,South,352,108,0.040,0,,410,0,0,
1612,South,114,107,0.040,0,,170,0,0,
1613,East,414,107,0.040,0,,470,0,0,
1614,South,146,107,0.040,0,,200,0,0,
1615,North,414,107,0.040,0,,470,0,0,
1616,East,46,107,0.040,0,,100,0,0,
1617,East,134,107,0.040,0,,190,0,0,
1618,West,174,107,0.040,0,,230,0,0,
1619,South,254,107,0.040,0,,310,0,0,
1620,East,226,107,0.040,0,,280,0,0,
1621,West,184,107,0.040,0,,240,0,0,
1622,East,274,107,0.040,0,,330,0,0,
1623,North,266,107,0.040,0,,320,0,0,
1624,West,424,107,0.040,0,,480,0,0,
1625,South,346,107,0.040,0,,400,0,0,
1626,West,-34,107,0.040,0,,20,0,0,
1627,North,284,107,0.040,0,,340,0,0,
1628,South,66,107,0.040,0,,120,0,0,
1629,West,174,108,0.040,0,,230,0,0,
1630,South,344,107,0.040,0,,400,0,0,
1631,East,-24,107,0.040,0,,30,0,0,
1632,West,-14,107,0.040,0,,40,0,0,
1633,West,334,107,0.040,0,,390,0,0,
1634,North,306,107,0.040,0,,360,0,0,
1635,South,304,107,0.040,0,,360,0,0,
1636,South,14046,83,0.040,0,中 混一色,490,0,6,索子3 索子3 索子3 索子4 索子5 索子6 索子7 索子7 索子7 索子8 索子8 中ちゃん 中ちゃん 中ちゃん
1637,South,166,107,0.040,0,,220,0,0,
1638,South,334,107,0.040,0,,390,0,0,
1639,West,226,107,0.040,0,,280,0,0,
1640,East,374,107,0.040,0,,430,0,0,
1641,South,194,107,0.040,0,,250,0,0,
1642,South,294,108,0.040,0,,350,0,0,
1643,West,114,107,0.040,0,,170,0,0,
1644,West,184,107,0.040,0,,240,0,0,
1645,West,364,108,0.040,0,,420,0,0,
1646,South,274,108,0.040,0,,330,0,0,
1647,North,-54,107,0.040,0,,0,0,0,
1648,West,184,108,0.040,0,,240,0,0,
1649,South,84,107,0.040,0,,140,0,0,
1650,East,326,107,0.040,0,,380,0,0,
1651,North,304,107,0.040,0,,360,0,0,
1652,East,494,108,0.040,0,,550,0,0,
1653,North,184,107,0.040,0,,240,0,0,
1654,East,116,107,0.040,0,,170,0,0,
1655,East,234,107,0.040,0,,290,0,0,
1656,East,26,107,0.040,0,,80,0,0,
1657,East,156,107,0.040,0,,210,0,0,
1658,North,154,108,0.040,0,,210,0,0,
1659,East,224,107,0.040,0,,280,0,0,
1660,North,324,107,0.040,0,,380,0,0,
1661,West,204,107,0.040,0,,260,0,0,
1662,West,1134,107,0.040,0,,740,0,2,
1663,East,384,108,0.040,0,,440,0,0,
1664,South,226,107,0.040,0,,280,0,0,
1665,East,264,107,0.040,0,,320,0,0,
1666,South,134,108,0.040,0,,190,0,0,
1667,North,334,108,0.040,0,,390,0,0,
1668,South,424,107,0.040,0,,480,0,0,
1669,North,164,108,0.040,0,,220,0,0,
1670,North,144,108,0.040,0,,200,0,0,
1671,East,276,107,0.040,0,,330,0,0,
1672,West,312,107,0.040,0,,370,0,0,
1673,East,86,107,0.040,0,,140,0,0,
1674,North,474,107,0.040,0,,530,0,0,
1675,West,254,107,0.040,0,,310,0,0,
1676,South,116,107,0.040,0,,170,0,0,
1677,West,294,107,0.040,0,,350,0,0,
1678,North,354,107,0.040,0,,410,0,0,
1679,South,184,107,0.040,0,,240,0,0,
1680,South,344,107,0.040,0,,400,0,0,
1681,West,106,107,0.040,0,,160,0,0,
1682,East,96,107,0.040,0,,150,0,0,
1683,West,34,108,0.040,0,,90,0,0,
1684,West,184,107,0.040,0,,240,0,0,
1685,West,184,107,0.040,0,,240,0,0,
1686,North,264,107,0.040,0,,320,0,0,
1687,West,10908,100,0.040,0,中 混一色,510,0,2,索子2 索子2 索子3 索子3 索子3 索子5 索子6 索子7 南風 南風 南風 中ちゃん 中ちゃん 中ちゃん
1688,South,194,107,0.040,0,,250,0,0,
1689,North,114,107,0.040,0,,170,0,0,
1690,South,136,107,0.040,0,,190,0,0,
1691,North,414,107,0.040,0,,470,0,0,
1692,North,284,107,0.040,0,,340,0,0,
1693,East,412,107,0.040,0,,470,0,0,
1694,East,274,107,0.040,0,,330,0,0,
1695,West,194,107,0.040,0,,250,0,0,
1696,North,294,107,0.040,0,,350,0,0,
1697,North,224,108,0.040,0,,280,0,0,
1698,West,324,107,0.040,0,,380,0,0,
1699,South,304,107,0.040,0,,360,0,0,
1700,West,374,107,0.040,0,,430,0,0,
1701,East,294,108,0.040,0,,350,0,0,
1702,West,86,107,0.040,0,,140,0,0,
1703,West,254,107,0.040,0,,310,0,0,
1704,East,26,107,0.040,0,,80,0,0,
1705,West,514,108,0.040,0,,570,0,0,
1706,North,214,108,0.040,0,,270,0,0,
1707,North,254,107,0.040,0,,310,0,0,
1708,West,242,108,0.040,0,,300,0,0,
1709,West,86,107,0.040,0,,140,0,0,
1710,East,94,107,0.040,0,,150,0,0,
1711,West,114,107,0.040,0,,170,0,0,
1712,North,384,108,0.040,0,,440,0,0,
1713,North,74,107,0.040,0,,130,0,0,
1714,West,434,107,0.040,0,,490,0,0,
1715,East,144,108,0.040,0,,200,0,0,
1716,North,304,107,0.040,0,,360,0,0,
1717,South,194,107,0.040,0,,250,0,0,
1718,East,234,107,0.040,0,,290,0,0,
1719,North,184,107,0.040,0,,240,0,0,
1720,South,304,108,0.040,0,,360,0,0,
1721,North,274,107,0.040,0,,330,0,0,
1722,West,204,107,0.040,0,,260,0,0,
1723,West,374,108,0.040,0,,430,0,0,
1724,South,184,107,0.040,0,,240,0,0,
1725,West,144,107,0.040,0,,200,0,0,
1726,East,214,108,0.040,0,,270,0,0,
1727,East,166,107,0.040,0,,220,0,0,
1728,South,116,107,0.040,0,,170,0,0,
1729,East,114,107,0.040,0,,170,0,0,
1730,East,394,107,0.040,0,,450,0,0,
1731,East,336,107,0.040,0,,390,0,0,
1732,East,66,107,0.040,0,,120,0,0,
1733,West,-44,107,0.040,0,,10,0,0,
1734,East,204,108,0.040,0,,260,0,0,
1735,West,264,108,0.040,0,,320,0,0,
1736,South,176,107,0.040,0,,230,0,0,
1737,East,512,107,0.040,0,,570,0,0,
1738,East,642,108,0.040,0,,700,0,0,
1739,West,534,107,0.040,0,,590,0,0,
1740,East,254,107,0.040,0,,310,0,0,
1741,South,522,108,0.040,0,,580,0,0,
1742,West,504,107,0.040,0,,560,0,0,
1743,North,214,107,0.040,0,,270,0,0,
1744,East,86,107,0.040,0,,140,0,0,
1745,East,66,107,0.040,0,,120,0,0,
1746,East,344,108,0.040,0,,400,0,0,
1747,East,542,107,0.040,0,,600,0,0,
1748,West,54,108,0.040,0,,110,0,0,
1749,West,204,107,0.040,0,,260,0,0,
1750,North,172,108,0.040,0,,230,0,0,
1751,North,204,108,0.040,0,,260,0,0,
1752,West,252,107,0.040,0,,310,0,0,
1753,North,332,107,0.040,0,,390,0,0,
1754,East,164,107,0.040,0,,220,0,0,
1755,South,194,107,0.040,0,,250,0,0,
1756,West,116,107,0.040,0,,170,0,0,
1757,North,174,107,0.040,0,,230,0,0,
1758,South,214,107,0.040,0,,270,0,0,
1759,North,512,107,0.040,0,,570,0,0,
1760,South,246,107,0.040,0,,300,0,0,
1761,South,204,107,0.040,0,,260,0,0,
1762,South,532,107,0.040,0,,590,0,0,
1763,North,424,107,0.040,0,,480,0,0,
1764,West,304,107,0.040,0,,360,0,0,
1765,North,404,107,0.040,0,,460,0,0,
1766,East,56,107,0.040,0,,110,0,0,
1767,South,104,108,0.040,0,,160,0,0,
1768,North,351,107,0.040,0,,30,0,1,
1769,South,26,107,0.040,0,,80,0,0,
1770,East,156,107,0.040,0,,210,0,0,
1771,North,304,107,0.040,0,,360,0,0,
1772,West,382,108,0.040,0,,440,0,0,
1773,South,584,107,0.040,0,,640,0,0,
1774,South,34,107,0.040,0,,90,0,0,
1775,South,402,107,0.040,0,,460,0,0,
1776,East,36,107,0.040,0,,90,0,0,
1777,East,144,107,0.040,0,,200,0,0,
1778,South,164,107,0.040,0,,220,0,0,
1779,East,154,107,0.040,0,,210,0,0,
1780,South,802,108,0.040,0,,860,0,0,
1781,South,306,107,0.040,0,,360,0,0,
1782,South,254,107,0.040,0,,310,0,0,
1783,West,214,107,0.040,0,,270,0,0,
1784,West,236,107,0.040,0,,290,0,0,
1785,East,612,108,0.040,0,,670,0,0,
1786,North,334,108,0.040,0,,390,0,0,
1787,North,254,107,0.040,0,,310,0,0,
1788,West,412,107,0.040,0,,470,0,0,
1789,East,354,107,0.040,0,,410,0,0,
1790,West,334,108,0.040,0,,390,0,0,
1791,South,374,107,0.040,0,,430,0,0,
1792,North,194,107,0.040,0,,250,0,0,
1793,South,106,107,0.040,0,,160,0,0,
1794,South,464,107,0.040,0,,520,0,0,
1795,North,194,108,0.040,0,,250,0,0,
1796,West,76,107,0.040,0,,130,0,0,
1797,North,364,107,0.040,0,,420,0,0,
1798,South,174,107,0.040,0,,230,0,0,
1799,East,554,107,0.040,0,,610,0,0,
1800,West,414,107,0.040,0,,470,0,0,
1801,West,314,107,0.040,0,,370,0,0,
1802,East,442,108,0.040,0,,500,0,0,
1803,East,284,107,0.040,0,,340,0,0,
1804,West,184,108,0.040,0,,240,0,0,
1805,West,562,107,0.040,0,,620,0,0,
1806,East,394,107,0.040,0,,450,0,0,
1807,East,116,107,0.040,0,,170,0,0,
1808,West,254,107,0.040,0,,310,0,0,
1809,West,354,108,0.040,0,,410,0,0,
1810,North,406,107,0.040,0,,460,0,0,
1811,West,272,108,0.040,0,,330,0,0,
1812,North,444,107,0.040,0,,500,0,0,
1813,South,284,107,0.040,0,,340,0,0,
1814,North,96,107,0.040,0,,150,0,0,
1815,North,136,107,0.040,0,,190,0,0,
1816,South,452,108,0.040,0,,510,0,0,
1817,West,474,108,0.040,0,,530,0,0,
1818,North,562,108,0.040,0,,620,0,0,
1819,South,116,107,0.040,0,,170,0,0,
1820,South,206,107,0.040,0,,260,0,0,
1821,North,194,107,0.040,0,,250,0,0,
1822,South,224,108,0.040,0,,280,0,0,
1823,North,484,108,0.040,0,,540,0,0,
1824,North,554,107,0.040,0,,610,0,0,
1825,North,114,107,0.040,0,,170,0,0,
1826,North,76,107,0.040,0,,130,0,0,
1827,West,532,107,0.040,0,,590,0,0,
1828,North,244,107,0.040,0,,300,0,0,
1829,South,36,107,0.040,0,,90,0,0,
1830,South,294,107,0.040,0,,350,0,0,
1831,East,514,107,0.040,0,,570,0,0,
1832,East,334,107,0.040,0,,390,0,0,
1833,East,144,107,0.040,0,,200,0,0,
1834,West,316,107,0.040,0,,370,0,0,
1835,North,324,107,0.040,0,,380,0,0,
1836,West,164,107,0.040,0,,220,0,0,
1837,East,216,107,0.040,0,,270,0,0,
1838,South,464,107,0.040,0,,520,0,0,
1839,East,234,108,0.040,0,,290,0,0,
1840,North,474,107,0.040,0,,530,0,0,
1841,East,104,108,0.040,0,,160,0,0,
1842,West,404,107,0.040,0,,460,0,0,
1843,West,454,107,0.040,0,,510,0,0,
1844,West,222,107,0.040,0,,280,0,0,
1845,East,164,107,0.040,0,,220,0,0,
1846,South,176,107,0.040,0,,230,0,0,
1847,East,244,107,0.040,0,,300,0,0,
1848,West,284,107,0.040,0,,340,0,0,
1849,North,194,108,0.040,0,,250,0,0,
1850,West,114,107,0.040,0,,170,0,0,
1851,South,232,108,0.040,0,,290,0,0,
1852,North,414,107,0.040,0,,470,0,0,
1853,South,174,108,0.040,0,,230,0,0,
1854,West,114,107,0.040,0,,170,0,0,
1855,South,186,107,0.040,0,,240,0,0,
1856,West,256,107,0.040,0,,310,0,0,
1857,East,254,107,0.040,0,,310,0,0,
1858,North,374,107,0.040,0,,430,0,0,
1859,East,154,107,0.040,0,,210,0,0,
1860,North,194,107,0.040,0,,250,0,0,
