Episode,Seat,Score,Turn,Epsilon,penalty_A,Yaku,MZ_Score,TZ_Score,Tenpai,HandComplete
268,North,424,107,0.261,0,,480,0,0,
269,North,374,108,0.260,0,,430,0,0,
270,South,194,108,0.258,0,,250,0,0,
271,West,384,107,0.257,0,,440,0,0,
272,East,214,107,0.256,0,,270,0,0,
273,North,154,108,0.255,0,,210,0,0,
274,East,134,108,0.253,0,,190,0,0,
275,West,534,108,0.252,0,,590,0,0,
276,North,86,107,0.251,0,,140,0,0,
277,North,234,107,0.249,0,,290,0,0,
278,South,234,107,0.248,0,,290,0,0,
279,North,334,107,0.247,0,,390,0,0,
280,East,424,107,0.246,0,,480,0,0,
281,East,26,107,0.245,0,,80,0,0,
282,West,294,107,0.243,0,,350,0,0,
283,North,174,107,0.242,0,,230,0,0,
284,East,234,108,0.241,0,,290,0,0,
285,West,146,107,0.240,0,,200,0,0,
286,West,224,108,0.238,0,,280,0,0,
287,East,364,107,0.237,0,,420,0,0,
288,South,374,107,0.236,0,,430,0,0,
289,East,236,107,0.235,0,,290,0,0,
290,South,294,107,0.234,0,,350,0,0,
291,East,226,107,0.233,0,,280,0,0,
292,North,364,107,0.231,0,,420,0,0,
293,West,-24,107,0.230,0,,30,0,0,
294,West,334,107,0.229,0,,390,0,0,
295,South,226,107,0.228,0,,280,0,0,
296,West,594,107,0.227,0,,650,0,0,
297,North,216,107,0.226,0,,270,0,0,
298,West,502,107,0.225,0,,560,0,0,
299,West,66,107,0.223,0,,120,0,0,
300,West,374,107,0.222,0,,430,0,0,
301,North,264,107,0.221,0,,320,0,0,
302,East,464,107,0.220,0,,520,0,0,
303,South,84,107,0.219,0,,140,0,0,
304,West,244,107,0.218,0,,300,0,0,
305,South,312,108,0.217,0,,370,0,0,
306,North,254,107,0.216,0,,310,0,0,
307,West,204,107,0.215,0,,260,0,0,
308,East,184,107,0.214,0,,240,0,0,
309,South,256,107,0.212,0,,310,0,0,
310,East,376,107,0.211,0,,430,0,0,
311,West,286,107,0.210,0,,340,0,0,
312,West,344,107,0.209,0,,400,0,0,
313,North,232,108,0.208,0,,290,0,0,
314,East,184,107,0.207,0,,240,0,0,
315,East,146,107,0.206,0,,200,0,0,
316,South,136,107,0.205,0,,190,0,0,
317,North,364,107,0.204,0,,420,0,0,
318,South,254,108,0.203,0,,310,0,0,
319,North,324,108,0.202,0,,380,0,0,
320,South,364,107,0.201,0,,420,0,0,
321,South,364,108,0.200,0,,420,0,0,
322,East,174,108,0.199,0,,230,0,0,
323,South,524,107,0.198,0,,580,0,0,
324,South,382,108,0.197,0,,440,0,0,
325,East,424,107,0.196,0,,480,0,0,
326,South,16,107,0.195,0,,70,0,0,
327,East,306,107,0.194,0,,360,0,0,
328,West,724,107,0.193,0,,780,0,0,
329,East,176,107,0.192,0,,230,0,0,
330,West,364,107,0.191,0,,420,0,0,
331,West,404,107,0.190,0,,460,0,0,
332,South,356,107,0.189,0,,410,0,0,
333,North,56,107,0.188,0,,110,0,0,
334,West,266,107,0.187,0,,320,0,0,
335,West,354,107,0.187,0,,410,0,0,
336,West,66,107,0.186,0,,120,0,0,
337,East,362,108,0.185,0,,420,0,0,
338,West,324,107,0.184,0,,380,0,0,
339,East,424,107,0.183,0,,480,0,0,
340,West,394,107,0.182,0,,450,0,0,
341,East,236,107,0.181,0,,290,0,0,
342,East,264,107,0.180,0,,320,0,0,
343,South,186,107,0.179,0,,240,0,0,
344,West,232,107,0.178,0,,290,0,0,
345,North,96,107,0.177,0,,150,0,0,
346,South,394,107,0.177,0,,450,0,0,
347,South,324,107,0.176,0,,380,0,0,
348,West,454,107,0.175,0,,510,0,0,
349,North,116,107,0.174,0,,170,0,0,
350,South,346,107,0.173,0,,400,0,0,
351,West,304,108,0.172,0,,360,0,0,
352,East,216,107,0.171,0,,270,0,0,
353,South,444,107,0.170,0,,500,0,0,
354,South,344,107,0.170,0,,400,0,0,
355,North,384,107,0.169,0,,440,0,0,
356,East,434,107,0.168,0,,490,0,0,
357,East,274,107,0.167,0,,330,0,0,
358,South,276,107,0.166,0,,330,0,0,
359,East,46,107,0.165,0,,100,0,0,
360,North,324,107,0.165,0,,380,0,0,
361,West,274,107,0.164,0,,330,0,0,
362,South,22,108,0.163,0,,80,0,0,
363,South,424,107,0.162,0,,480,0,0,
364,South,422,108,0.161,0,,480,0,0,
365,East,692,108,0.160,0,,750,0,0,
366,South,164,107,0.160,0,,220,0,0,
367,North,504,107,0.159,0,,560,0,0,
368,South,274,108,0.158,0,,330,0,0,
369,East,266,107,0.157,0,,320,0,0,
370,East,314,107,0.157,0,,370,0,0,
371,North,562,107,0.156,0,,620,0,0,
372,South,214,108,0.155,0,,270,0,0,
373,West,564,107,0.154,0,,620,0,0,
374,West,124,108,0.153,0,,180,0,0,
375,East,184,107,0.153,0,,240,0,0,
376,East,114,108,0.152,0,,170,0,0,
377,North,264,108,0.151,0,,320,0,0,
378,South,284,107,0.150,0,,340,0,0,
379,West,244,107,0.150,0,,300,0,0,
380,North,56,107,0.149,0,,110,0,0,
381,East,224,108,0.148,0,,280,0,0,
382,West,442,107,0.147,0,,500,0,0,
383,West,76,107,0.147,0,,130,0,0,
384,West,194,107,0.146,0,,250,0,0,
385,West,74,107,0.145,0,,130,0,0,
386,West,256,107,0.144,0,,310,0,0,
387,North,114,107,0.144,0,,170,0,0,
388,South,256,107,0.143,0,,310,0,0,
389,West,294,107,0.142,0,,350,0,0,
390,North,254,107,0.142,0,,310,0,0,
391,North,254,108,0.141,0,,310,0,0,
392,West,234,107,0.140,0,,290,0,0,
393,East,384,107,0.139,0,,440,0,0,
394,East,436,107,0.139,0,,490,0,0,
395,West,442,107,0.138,0,,500,0,0,
396,South,444,107,0.137,0,,500,0,0,
397,West,384,107,0.137,0,,440,0,0,
398,East,532,107,0.136,0,,590,0,0,
399,East,314,107,0.135,0,,370,0,0,
400,West,316,107,0.135,0,,370,0,0,
401,West,306,107,0.134,0,,360,0,0,
402,West,126,107,0.133,0,,180,0,0,
403,North,514,108,0.133,0,,570,0,0,
404,West,234,107,0.132,0,,290,0,0,
405,East,484,107,0.131,0,,540,0,0,
406,East,144,108,0.131,0,,200,0,0,
407,West,-34,107,0.130,0,,20,0,0,
408,West,354,107,0.129,0,,410,0,0,
409,North,404,107,0.129,0,,460,0,0,
410,North,464,107,0.128,0,,520,0,0,
411,East,444,107,0.127,0,,500,0,0,
412,West,296,107,0.127,0,,350,0,0,
413,North,344,107,0.126,0,,400,0,0,
414,North,-14,107,0.126,0,,40,0,0,
415,West,176,107,0.125,0,,230,0,0,
416,West,544,107,0.124,0,,600,0,0,
417,West,214,107,0.124,0,,270,0,0,
418,South,334,107,0.123,0,,390,0,0,
419,South,316,107,0.122,0,,370,0,0,
420,East,364,107,0.122,0,,420,0,0,
421,West,494,107,0.121,0,,550,0,0,
422,West,494,108,0.121,0,,550,0,0,
423,South,522,108,0.120,0,,580,0,0,
424,South,264,107,0.119,0,,320,0,0,
425,South,324,107,0.119,0,,380,0,0,
426,North,226,107,0.118,0,,280,0,0,
427,West,336,107,0.118,0,,390,0,0,
428,West,144,107,0.117,0,,200,0,0,
429,East,224,108,0.116,0,,280,0,0,
430,West,76,107,0.116,0,,130,0,0,
431,East,134,107,0.115,0,,190,0,0,
432,West,216,107,0.115,0,,270,0,0,
433,North,176,107,0.114,0,,230,0,0,
434,South,334,107,0.114,0,,390,0,0,
435,West,404,107,0.113,0,,460,0,0,
436,South,254,107,0.112,0,,310,0,0,
437,North,224,108,0.112,0,,280,0,0,
438,West,394,107,0.111,0,,450,0,0,
439,South,394,107,0.111,0,,450,0,0,
440,West,374,107,0.110,0,,430,0,0,
441,North,274,107,0.110,0,,330,0,0,
442,North,184,107,0.109,0,,240,0,0,
443,West,304,108,0.109,0,,360,0,0,
444,South,472,108,0.108,0,,530,0,0,
445,East,464,107,0.107,0,,520,0,0,
446,West,444,107,0.107,0,,500,0,0,
447,South,56,107,0.106,0,,110,0,0,
448,South,94,107,0.106,0,,150,0,0,
449,East,234,107,0.105,0,,290,0,0,
450,North,204,108,0.105,0,,260,0,0,
451,South,604,107,0.104,0,,660,0,0,
452,North,622,108,0.104,0,,680,0,0,
453,North,536,107,0.103,0,,590,0,0,
454,West,394,107,0.103,0,,450,0,0,
455,West,186,107,0.102,0,,240,0,0,
456,North,206,107,0.102,0,,260,0,0,
457,East,64,107,0.101,0,,120,0,0,
458,East,182,108,0.101,0,,240,0,0,
459,West,384,107,0.100,0,,440,0,0,
460,South,384,107,0.100,0,,440,0,0,
461,South,452,107,0.099,0,,510,0,0,
462,West,276,107,0.099,0,,330,0,0,
463,West,374,107,0.098,0,,430,0,0,
464,West,66,107,0.098,0,,120,0,0,
465,East,64,108,0.097,0,,120,0,0,
466,East,236,107,0.097,0,,290,0,0,
467,West,146,107,0.096,0,,200,0,0,
468,South,522,107,0.096,0,,580,0,0,
469,South,174,107,0.095,0,,230,0,0,
470,South,254,107,0.095,0,,310,0,0,
471,West,336,107,0.094,0,,390,0,0,
472,East,404,107,0.094,0,,460,0,0,
473,South,364,107,0.093,0,,420,0,0,
474,East,146,107,0.093,0,,200,0,0,
475,East,334,107,0.092,0,,390,0,0,
476,East,404,107,0.092,0,,460,0,0,
477,North,364,107,0.092,0,,420,0,0,
478,West,156,107,0.091,0,,210,0,0,
479,West,186,107,0.091,0,,240,0,0,
480,North,184,107,0.090,0,,240,0,0,
481,East,46,107,0.090,0,,100,0,0,
482,North,342,108,0.089,0,,400,0,0,
483,East,174,108,0.089,0,,230,0,0,
484,West,234,107,0.088,0,,290,0,0,
485,West,584,107,0.088,0,,640,0,0,
486,East,136,107,0.088,0,,190,0,0,
487,West,392,108,0.087,0,,450,0,0,
488,East,96,107,0.087,0,,150,0,0,
489,South,206,107,0.086,0,,260,0,0,
490,North,454,107,0.086,0,,510,0,0,
491,West,509,107,0.085,0,,190,0,1,
492,South,274,107,0.085,0,,330,0,0,
493,North,204,107,0.084,0,,260,0,0,
494,South,314,108,0.084,0,,370,0,0,
495,East,554,107,0.084,0,,610,0,0,
496,South,406,107,0.083,0,,460,0,0,
497,North,34,107,0.083,0,,90,0,0,
498,South,-4,107,0.082,0,,50,0,0,
499,West,689,107,0.082,0,,370,0,1,
500,West,184,108,0.082,0,,240,0,0,
501,South,212,107,0.081,0,,270,0,0,
502,East,16,107,0.081,0,,70,0,0,
503,East,662,107,0.080,0,,720,0,0,
504,East,284,107,0.080,0,,340,0,0,
505,South,344,107,0.080,0,,400,0,0,
506,West,264,107,0.079,0,,320,0,0,
507,West,-34,107,0.079,0,,20,0,0,
508,North,224,107,0.078,0,,280,0,0,
509,North,106,107,0.078,0,,160,0,0,
510,North,204,108,0.078,0,,260,0,0,
511,North,46,107,0.077,0,,100,0,0,
512,South,254,107,0.077,0,,310,0,0,
513,North,214,107,0.076,0,,270,0,0,
514,West,962,107,0.076,0,,1020,0,0,
515,South,256,107,0.076,0,,310,0,0,
516,East,334,107,0.075,0,,390,0,0,
517,North,194,107,0.075,0,,250,0,0,
518,East,354,107,0.075,0,,410,0,0,
519,South,344,107,0.074,0,,400,0,0,
520,South,384,107,0.074,0,,440,0,0,
521,South,284,107,0.073,0,,340,0,0,
522,West,-24,107,0.073,0,,30,0,0,
523,South,146,107,0.073,0,,200,0,0,
524,West,204,107,0.072,0,,260,0,0,
525,North,384,107,0.072,0,,440,0,0,
526,West,184,107,0.072,0,,240,0,0,
527,North,326,107,0.071,0,,380,0,0,
528,West,274,108,0.071,0,,330,0,0,
529,East,264,107,0.071,0,,320,0,0,
530,North,246,107,0.070,0,,300,0,0,
531,South,184,107,0.070,0,,240,0,0,
532,East,84,108,0.069,0,,140,0,0,
533,South,84,107,0.069,0,,140,0,0,
534,East,334,107,0.069,0,,390,0,0,
535,West,254,108,0.068,0,,310,0,0,
536,North,544,107,0.068,0,,600,0,0,
537,North,354,107,0.068,0,,410,0,0,
538,South,244,107,0.067,0,,300,0,0,
539,West,574,107,0.067,0,,630,0,0,
540,North,404,107,0.067,0,,460,0,0,
541,East,116,107,0.066,0,,170,0,0,
542,East,254,107,0.066,0,,310,0,0,
543,South,612,108,0.066,0,,670,0,0,
544,East,444,107,0.065,0,,500,0,0,
545,North,134,108,0.065,0,,190,0,0,
546,South,156,107,0.065,0,,210,0,0,
547,South,216,107,0.064,0,,270,0,0,
548,West,392,107,0.064,0,,450,0,0,
549,South,66,107,0.064,0,,120,0,0,
550,West,304,108,0.063,0,,360,0,0,
551,East,252,108,0.063,0,,310,0,0,
552,East,414,107,0.063,0,,470,0,0,
553,South,402,108,0.063,0,,460,0,0,
554,North,234,107,0.062,0,,290,0,0,
555,West,196,107,0.062,0,,250,0,0,
556,North,224,107,0.062,0,,280,0,0,
557,South,504,108,0.061,0,,560,0,0,
558,South,334,107,0.061,0,,390,0,0,
559,West,224,107,0.061,0,,280,0,0,
560,West,224,107,0.060,0,,280,0,0,
561,West,264,107,0.060,0,,320,0,0,
562,South,24,107,0.060,0,,80,0,0,
563,North,274,107,0.059,0,,330,0,0,
564,South,214,108,0.059,0,,270,0,0,
565,West,646,107,0.059,0,,700,0,0,
566,West,154,108,0.059,0,,210,0,0,
567,East,274,107,0.058,0,,330,0,0,
568,North,126,107,0.058,0,,180,0,0,
569,East,64,107,0.058,0,,120,0,0,
570,South,422,107,0.057,0,,480,0,0,
571,East,94,107,0.057,0,,150,0,0,
572,East,124,107,0.057,0,,180,0,0,
573,East,512,108,0.057,0,,570,0,0,
574,West,304,108,0.056,0,,360,0,0,
575,East,184,107,0.056,0,,240,0,0,
576,East,354,107,0.056,0,,410,0,0,
577,South,204,108,0.055,0,,260,0,0,
578,East,264,107,0.055,0,,320,0,0,
579,West,424,107,0.055,0,,480,0,0,
580,South,544,107,0.055,0,,600,0,0,
581,East,484,107,0.054,0,,540,0,0,
582,North,284,107,0.054,0,,340,0,0,
583,West,74,107,0.054,0,,130,0,0,
584,East,334,107,0.054,0,,390,0,0,
585,North,314,107,0.053,0,,370,0,0,
586,North,224,107,0.053,0,,280,0,0,
587,East,402,107,0.053,0,,460,0,0,
588,East,394,107,0.052,0,,450,0,0,
589,West,344,108,0.052,0,,400,0,0,
590,South,86,107,0.052,0,,140,0,0,
591,West,196,107,0.052,0,,250,0,0,
592,North,36,107,0.051,0,,90,0,0,
593,North,1299,107,0.051,0,,980,0,1,
594,South,-24,107,0.051,0,,30,0,0,
595,East,136,107,0.051,0,,190,0,0,
596,East,66,107,0.050,0,,120,0,0,
597,South,184,107,0.050,0,,240,0,0,
598,West,-44,107,0.050,0,,10,0,0,
599,North,94,107,0.050,0,,150,0,0,
600,South,304,107,0.049,0,,360,0,0,
601,South,6,107,0.049,0,,60,0,0,
602,East,332,107,0.049,0,,390,0,0,
603,South,66,107,0.049,0,,120,0,0,
604,East,354,107,0.048,0,,410,0,0,
605,North,324,107,0.048,0,,380,0,0,
606,North,184,107,0.048,0,,240,0,0,
607,South,296,107,0.048,0,,350,0,0,
608,West,294,107,0.047,0,,350,0,0,
609,North,24,107,0.047,0,,80,0,0,
610,North,114,108,0.047,0,,170,0,0,
611,East,296,107,0.047,0,,350,0,0,
612,West,36,107,0.047,0,,90,0,0,
613,South,424,107,0.046,0,,480,0,0,
614,North,274,107,0.046,0,,330,0,0,
615,West,352,108,0.046,0,,410,0,0,
616,South,156,107,0.046,0,,210,0,0,
617,West,96,107,0.045,0,,150,0,0,
618,South,304,107,0.045,0,,360,0,0,
619,North,34,107,0.045,0,,90,0,0,
620,East,94,107,0.045,0,,150,0,0,
621,West,352,107,0.044,0,,410,0,0,
622,West,306,107,0.044,0,,360,0,0,
623,South,464,107,0.044,0,,520,0,0,
624,North,174,107,0.044,0,,230,0,0,
625,East,124,107,0.044,0,,180,0,0,
626,South,722,107,0.043,0,,780,0,0,
627,South,274,108,0.043,0,,330,0,0,
628,North,-44,107,0.043,0,,10,0,0,
629,West,284,107,0.043,0,,340,0,0,
630,West,244,107,0.043,0,,300,0,0,
