Episode,Score,Turn,Epsilon,Reward,Penalty456,Complete,MZScore, HandComplete
33,35040,120,0.005,35040,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子6 筒子7 筒子8 筒子9 筒子9
34,28925,107,0.005,28925,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子5 筒子6 筒子6 筒子6 筒子7 筒子7 筒子7 筒子8 筒子9
35,5108,126,0.005,5108,0,,4, 
36,20799,119,0.005,20799,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子7 筒子8 筒子8 筒子9
37,17025,27,0.005,17025,0,清一色,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5 筒子5 筒子7 筒子7 筒子8 筒子8 筒子9 筒子9
38,26489,107,0.005,26489,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子2 筒子2 筒子3 筒子3 筒子3 筒子4 筒子4 筒子5赤ドラ 筒子6 筒子6 筒子7 筒子8 筒子9
39,24938,70,0.005,24938,0,清一色 一気通貫,16, 筒子1 筒子1 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子6 筒子7 筒子7 筒子8 筒子9
40,15400,68,0.005,15400,0,清一色,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子5 筒子5 筒子5 筒子6 筒子6 筒子7 筒子7 筒子9 筒子9
41,10106,78,0.005,10106,0,一気通貫,16, 萬子9 萬子9 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子8 筒子9
42,25638,112,0.005,25638,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子1 筒子1 筒子1 筒子2 筒子3 筒子4 筒子5赤ドラ 筒子5 筒子5 筒子6 筒子7 筒子8 筒子9
43,15200,126,0.005,15200,0,,8, 
44,26402,124,0.005,26402,0,混一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子8 筒子9 中ちゃん 中ちゃん
45,11950,38,0.005,11950,0,一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子9 索子6 索子6
46,36323,125,0.005,36323,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5赤ドラ 筒子6 筒子7 筒子8 筒子9 筒子9 筒子9
47,22827,105,0.005,22827,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子4 筒子5赤ドラ 筒子6 筒子7 筒子7 筒子8 筒子8 筒子9 筒子9
48,22802,28,0.005,22802,0,清一色 一気通貫,16, 筒子1 筒子1 筒子1 筒子2 筒子3 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子9
49,12662,126,0.005,12662,0,,8, 
50,5228,126,0.005,5228,0,,4, 
51,22939,87,0.005,22939,0,清一色 一気通貫,16, 筒子1 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子7 筒子8 筒子9
52,24501,63,0.005,24501,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子3 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子6 筒子6 筒子7 筒子8 筒子9
53,1788,126,0.005,1788,0,,2, 
54,21755,101,0.005,21755,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子6 筒子7 筒子8 筒子9
55,22389,53,0.005,22389,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子5 筒子5 筒子5 筒子6 筒子6 筒子7 筒子8 筒子9 筒子9 筒子9
56,11772,126,0.005,11772,0,,8, 
57,24270,70,0.005,24270,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子5赤ドラ 筒子6 筒子7 筒子7 筒子7 筒子8 筒子8 筒子8 筒子9 筒子9
58,12776,78,0.005,12776,0,赤ドラ1 一気通貫,16, 萬子5赤ドラ 萬子5 筒子1 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子6 筒子7 筒子8 筒子9
59,17065,117,0.005,17065,0,赤ドラ1 一気通貫,16, 萬子4 萬子4 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子6 筒子7 筒子8 筒子9
60,3130,126,0.005,3130,0,,2, 
61,25371,63,0.005,25371,0,清一色 一気通貫,16, 筒子1 筒子2 筒子2 筒子2 筒子3 筒子4 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8 筒子9
62,25640,72,0.005,25640,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子1 筒子1 筒子2 筒子3 筒子3 筒子4 筒子5赤ドラ 筒子6 筒子6 筒子6 筒子7 筒子8 筒子9
63,34638,94,0.005,34638,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子8 筒子9 筒子9
64,10794,48,0.005,10794,0,一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子9 索子3 索子3
65,30427,99,0.005,30427,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子2 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子6 筒子7 筒子8 筒子9
66,15863,73,0.005,15863,0,清一色,16, 筒子2 筒子3 筒子4 筒子4 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子7 筒子9 筒子9
67,23460,84,0.005,23460,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子8 筒子9
68,16191,115,0.005,16191,0,一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子8 筒子9 索子4 索子4
69,25507,105,0.005,25507,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子8 筒子8 筒子8 筒子9
70,24093,61,0.005,24093,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子1 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子6 筒子6 筒子7 筒子7 筒子8 筒子9
71,5262,126,0.005,5262,0,,4, 
72,27703,95,0.005,27703,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子1 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子6 筒子7 筒子8 筒子9
73,18597,71,0.005,18597,0,赤ドラ1 混一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子6 筒子7 筒子8 筒子9 南風 南風
74,13998,96,0.005,13998,0,一気通貫,16, 萬子9 萬子9 筒子1 筒子2 筒子3 筒子3 筒子4 筒子5 筒子6 筒子7 筒子7 筒子8 筒子8 筒子9
75,31472,90,0.005,31472,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子8 筒子9 筒子9
76,22199,101,0.005,22199,0,赤ドラ1 一気通貫,16, 萬子3 萬子3 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子6 筒子7 筒子8 筒子9
77,4332,126,0.005,4332,0,,4, 
78,9970,126,0.005,9970,0,,8, 
79,12484,48,0.005,12484,0,赤ドラ1 一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子9 索子5 索子5赤ドラ
80,11852,126,0.005,11852,0,,8, 
81,24912,94,0.005,24912,0,清一色 一気通貫,16, 筒子1 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子7 筒子8 筒子9
82,10484,52,0.005,10484,0,一気通貫,16, 萬子2 萬子2 筒子1 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子6 筒子7 筒子8 筒子9
83,17916,126,0.005,17916,0,,2, 
84,28466,88,0.005,28466,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8 筒子9 筒子9
85,3778,126,0.005,3778,0,,4, 
86,21855,63,0.005,21855,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子5 筒子5 筒子6 筒子6 筒子6 筒子7 筒子7 筒子8 筒子9
87,23649,67,0.005,23649,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子4 筒子4 筒子5 筒子6 筒子6 筒子7 筒子8 筒子9 筒子9
88,15565,103,0.005,15565,0,赤ドラ1 一気通貫,16, 萬子5 萬子5赤ドラ 筒子1 筒子2 筒子3 筒子4 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8 筒子9
89,21255,101,0.005,21255,0,一気通貫,16, 萬子5 萬子5 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子8 筒子9
90,29326,92,0.005,29326,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子7 筒子7 筒子8 筒子9
91,26989,115,0.005,26989,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子5 筒子5 筒子6 筒子7 筒子8 筒子9
92,22755,81,0.005,22755,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子8 筒子9
93,12883,89,0.005,12883,0,赤ドラ1 一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子5赤ドラ 筒子6 筒子6 筒子6 筒子6 筒子7 筒子8 筒子9 索子2 索子2
94,13270,44,0.005,13270,0,一気通貫,16, 萬子3 萬子3 筒子1 筒子1 筒子1 筒子2 筒子3 筒子4 筒子4 筒子5 筒子6 筒子7 筒子8 筒子9
95,23147,35,0.005,23147,0,清一色 一気通貫,16, 筒子1 筒子1 筒子1 筒子2 筒子3 筒子4 筒子4 筒子4 筒子5 筒子6 筒子7 筒子7 筒子8 筒子9
96,23172,54,0.005,23172,0,清一色 一気通貫,16, 筒子1 筒子1 筒子1 筒子2 筒子3 筒子4 筒子4 筒子5 筒子6 筒子6 筒子6 筒子7 筒子8 筒子9
97,13854,48,0.005,13854,0,赤ドラ1 一気通貫,16, 萬子1 萬子1 筒子1 筒子2 筒子3 筒子4 筒子5赤ドラ 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子9
98,6722,126,0.005,6722,0,,4, 
99,10637,81,0.005,10637,0,混一色,16, 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8 北風 北風
100,10864,126,0.005,10864,0,,8, 
101,15392,126,0.005,15392,0,,8, 
102,18252,74,0.005,18252,0,混一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子8 筒子9 發ちゃん 發ちゃん
103,18482,118,0.005,18482,0,一気通貫,16, 萬子1 萬子1 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子8 筒子9
104,16203,49,0.005,16203,0,清一色,16, 筒子1 筒子1 筒子1 筒子1 筒子2 筒子3 筒子6 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8 筒子9
105,7796,126,0.005,7796,0,,4, 
106,13986,52,0.005,13986,0,赤ドラ1 一気通貫,16, 萬子9 萬子9 筒子1 筒子2 筒子3 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子6 筒子6 筒子7 筒子8 筒子9
107,21553,99,0.005,21553,0,混一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子8 筒子9 南風 南風
108,14086,58,0.005,14086,0,一気通貫,16, 萬子6 萬子6 筒子1 筒子1 筒子1 筒子2 筒子3 筒子4 筒子5 筒子6 筒子7 筒子7 筒子8 筒子9
109,29988,100,0.005,29988,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子8 筒子9 筒子9
110,28300,76,0.005,28300,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子2 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子6 筒子7 筒子8 筒子9
111,20393,111,0.005,20393,0,混一色 一気通貫,16, 筒子1 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子6 筒子7 筒子8 筒子9 南風 南風
112,12500,126,0.005,12500,0,,8, 
113,20080,124,0.005,20080,0,一気通貫,16, 萬子5 萬子5 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子8 筒子9
114,4248,126,0.005,4248,0,,8, 
115,23906,70,0.005,23906,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子5赤ドラ 筒子5 筒子6 筒子7 筒子7 筒子8 筒子8 筒子8 筒子9
116,22684,46,0.005,22684,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子4 筒子5 筒子5 筒子5 筒子6 筒子6 筒子7 筒子8 筒子9
117,18673,67,0.005,18673,0,赤ドラ1 清一色,16, 筒子1 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子5 筒子7 筒子8 筒子9
118,12558,38,0.005,12558,0,赤ドラ1 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子5 筒子6 筒子7 筒子7 筒子8 筒子8 筒子9 索子5赤ドラ 索子5
119,27528,100,0.005,27528,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子6 筒子7 筒子8 筒子9
120,5852,126,0.005,5852,0,,4, 
121,23972,110,0.005,23972,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子4 筒子5 筒子6 筒子7 筒子7 筒子8 筒子8 筒子8 筒子9
122,10320,126,0.005,10320,0,,8, 
123,6146,126,0.005,6146,0,,8, 
124,12884,126,0.005,12884,0,,8, 
125,9268,126,0.005,9268,0,,8, 
126,14076,126,0.005,14076,0,,8, 
127,30679,123,0.005,30679,0,清一色 一気通貫,16, 筒子1 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子7 筒子8 筒子9
128,17204,122,0.005,17204,0,一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子8 筒子9 索子7 索子7
129,10114,126,0.005,10114,0,,8, 
130,22315,39,0.005,22315,0,清一色 一気通貫,16, 筒子1 筒子2 筒子2 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子8 筒子9
131,18445,59,0.005,18445,0,赤ドラ1 一気通貫,16, 萬子8 萬子8 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子6 筒子7 筒子8 筒子9
132,7296,126,0.005,7296,0,,4, 
133,13021,85,0.005,13021,0,一気通貫,16, 萬子4 萬子4 筒子1 筒子2 筒子3 筒子3 筒子4 筒子5 筒子6 筒子7 筒子7 筒子8 筒子8 筒子9
134,20971,79,0.005,20971,0,赤ドラ2 一気通貫,16, 萬子5赤ドラ 萬子5 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子6 筒子7 筒子8 筒子9
135,19349,87,0.005,19349,0,混一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子8 筒子9 西風 西風
136,30376,98,0.005,30376,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子6 筒子7 筒子8 筒子9
137,24272,70,0.005,24272,0,清一色 一気通貫,16, 筒子1 筒子1 筒子1 筒子1 筒子2 筒子3 筒子4 筒子4 筒子5 筒子6 筒子7 筒子7 筒子8 筒子9
138,4310,126,0.005,4310,0,,2, 
139,14402,126,0.005,14402,0,,8, 
140,23447,101,0.005,23447,0,混一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子8 筒子9 北風 北風
141,5754,126,0.005,5754,0,,4, 
142,25106,88,0.005,25106,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子4 筒子5 筒子6 筒子7 筒子7 筒子8 筒子8 筒子9 筒子9
143,28391,109,0.005,28391,0,清一色 一気通貫,16, 筒子1 筒子2 筒子2 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子8 筒子9
144,6848,126,0.005,6848,0,,8, 
145,21386,126,0.005,21386,0,,8, 
146,13414,70,0.005,13414,0,一気通貫,16, 萬子9 萬子9 筒子1 筒子1 筒子1 筒子2 筒子3 筒子4 筒子5 筒子6 筒子7 筒子7 筒子8 筒子9
147,31392,86,0.005,31392,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子7 筒子7 筒子8 筒子9
148,33630,124,0.005,33630,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子6 筒子7 筒子7 筒子7 筒子8 筒子9
149,16327,65,0.005,16327,0,清一色,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子4 筒子5 筒子5 筒子7 筒子7 筒子8 筒子8 筒子9 筒子9
150,11483,79,0.005,11483,0,一気通貫,16, 萬子7 萬子7 筒子1 筒子1 筒子1 筒子2 筒子3 筒子4 筒子4 筒子5 筒子6 筒子7 筒子8 筒子9
151,23092,84,0.005,23092,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子4 筒子5 筒子5 筒子5 筒子6 筒子6 筒子7 筒子8 筒子9
152,19055,75,0.005,19055,0,混一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子8 筒子9 白ちゃん 白ちゃん
153,25481,51,0.005,25481,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子4 筒子5赤ドラ 筒子6 筒子7 筒子8 筒子9 筒子9 筒子9
154,26164,122,0.005,26164,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5 筒子5 筒子5赤ドラ 筒子6 筒子6 筒子7 筒子8 筒子9
155,25083,61,0.005,25083,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子5赤ドラ 筒子5 筒子5 筒子5 筒子6 筒子6 筒子7 筒子8 筒子9
156,24278,90,0.005,24278,0,赤ドラ1 清一色 一気通貫,16, 筒子1 筒子1 筒子1 筒子2 筒子3 筒子4 筒子4 筒子4 筒子5赤ドラ 筒子6 筒子7 筒子7 筒子8 筒子9
157,9790,126,0.005,9790,0,,4, 
158,21486,100,0.005,21486,0,赤ドラ1 混一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子6 筒子7 筒子8 筒子9 發ちゃん 發ちゃん
159,23995,69,0.005,23995,0,清一色 一気通貫,16, 筒子1 筒子1 筒子2 筒子2 筒子3 筒子3 筒子4 筒子4 筒子4 筒子5 筒子6 筒子7 筒子8 筒子9
160,17667,121,0.005,17667,0,混一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子4 筒子5 筒子6 筒子7 筒子7 筒子8 筒子9 北風 北風
161,18719,69,0.005,18719,0,混一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子8 筒子9 白ちゃん 白ちゃん
162,23395,91,0.005,23395,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子4 筒子5 筒子6 筒子7 筒子7 筒子8 筒子8 筒子8 筒子9
163,7640,126,0.005,7640,0,,8, 
164,22106,82,0.005,22106,0,混一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子8 筒子9 西風 西風
165,20858,80,0.005,20858,0,赤ドラ1 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5赤ドラ 筒子6 筒子7 筒子8 筒子9 索子1 索子1
166,23319,115,0.005,23319,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子9
167,21779,89,0.005,21779,0,清一色 一気通貫,16, 筒子1 筒子2 筒子2 筒子2 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子7 筒子8 筒子9
168,18800,108,0.005,18800,0,一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子7 筒子8 筒子9 索子6 索子6
169,16324,126,0.005,16324,0,,8, 
170,11649,97,0.005,11649,0,一気通貫,16, 筒子1 筒子2 筒子3 筒子4 筒子5 筒子6 筒子6 筒子7 筒子7 筒子8 筒子8 筒子9 索子9 索子9
171,25604,66,0.005,25604,0,清一色 一気通貫,16, 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子5 筒子6 筒子6 筒子6 筒子7 筒子8 筒子9
172,23303,31,0.005,23303,0,清一色 一気通貫,16, 筒子1 筒子1 筒子1 筒子2 筒子3 筒子3 筒子4 筒子4 筒子5 筒子6 筒子7 筒子8 筒子9 筒子9
