Episode,Score,Turn,Epsilon,Reward,Penalty456,Complete,MZScore, HandComplete
1,4466,126,0.020,4466,0,,0, 
2,9716,126,0.020,9716,0,,0, 
3,10154,96,0.020,10154,0,七対子,16, 萬子1 萬子1 萬子1 萬子1 萬子6 萬子6 萬子6 萬子6 筒子2 筒子2 筒子2 筒子2 白ちゃん 白ちゃん
4,9755,105,0.020,9755,0,七対子,16, 萬子1 萬子1 萬子1 萬子1 萬子6 萬子6 筒子2 筒子2 筒子2 筒子2 索子7 索子7 西風 西風
5,9894,117,0.020,9894,0,七対子,16, 萬子1 萬子1 萬子4 萬子4 筒子2 筒子2 索子4 索子4 索子8 索子8 西風 西風 西風 西風
6,3066,126,0.020,3066,0,,0, 
7,17390,115,0.020,17390,0,赤ドラ1 七対子 五門斉,16, 萬子3 萬子3 萬子4 萬子4 筒子5 筒子5赤ドラ 索子7 索子7 索子8 索子8 東風 東風 白ちゃん 白ちゃん
8,14836,126,0.020,14836,0,,0, 
9,-244,126,0.020,-244,0,,0, 
10,17000,55,0.020,17000,0,赤ドラ1 七対子,16, 萬子1 萬子1 萬子6 萬子6 筒子2 筒子2 筒子3 筒子3 筒子5赤ドラ 筒子5 筒子5 筒子5 索子4 索子4
11,1646,126,0.020,1646,0,,0, 
12,10652,54,0.020,10652,0,七対子,16, 萬子1 萬子1 萬子6 萬子6 筒子3 筒子3 筒子5 筒子5 索子7 索子7 白ちゃん 白ちゃん 白ちゃん 白ちゃん
13,5756,126,0.020,5756,0,,0, 
14,7176,126,0.020,7176,0,,0, 
15,19016,126,0.020,19016,0,,0, 
16,1066,126,0.020,1066,0,,0, 
17,32050,120,0.020,32050,0,七対子,16, 萬子3 萬子3 萬子4 萬子4 萬子5 萬子5 筒子3 筒子3 索子4 索子4 白ちゃん 白ちゃん 中ちゃん 中ちゃん
18,246,126,0.020,246,0,,0, 
19,-984,126,0.020,-984,0,,0, 
20,14512,72,0.020,14512,0,赤ドラ1 七対子,16, 萬子3 萬子3 萬子4 萬子4 索子4 索子4 索子5赤ドラ 索子5 索子7 索子7 索子8 索子8 索子8 索子8
21,24575,125,0.020,24575,0,七対子 五門斉,16, 萬子1 萬子1 筒子5 筒子5 索子7 索子7 索子8 索子8 北風 北風 白ちゃん 白ちゃん 中ちゃん 中ちゃん
22,9606,126,0.020,9606,0,,0, 
23,4886,126,0.020,4886,0,,0, 
24,3526,126,0.020,3526,0,,0, 
25,246,126,0.020,246,0,,0, 
26,21542,111,0.020,21542,0,赤ドラ1 七対子 五門斉,16, 萬子4 萬子4 筒子5赤ドラ 筒子5 索子7 索子7 索子8 索子8 南風 南風 東風 東風 白ちゃん 白ちゃん
27,13386,126,0.020,13386,0,,0, 
28,9387,61,0.020,9387,0,七対子,16, 萬子1 萬子1 萬子4 萬子4 筒子4 筒子4 索子2 索子2 索子4 索子4 索子7 索子7 索子8 索子8
29,28293,123,0.020,28293,0,七対子 五門斉,16, 萬子1 萬子1 筒子3 筒子3 筒子5 筒子5 索子7 索子7 索子8 索子8 北風 北風 白ちゃん 白ちゃん
30,20470,37,0.020,20470,0,七対子 五門斉,16, 萬子1 萬子1 筒子3 筒子3 筒子5 筒子5 索子4 索子4 西風 北風 北風 西風 白ちゃん 白ちゃん
31,41298,119,0.020,41298,0,七対子 五門斉,16, 萬子1 萬子1 萬子6 萬子6 筒子2 筒子2 索子7 索子7 索子8 索子8 西風 西風 白ちゃん 白ちゃん
32,12006,126,0.020,12006,0,,0, 
33,10716,126,0.020,10716,0,,0, 
34,126,126,0.020,126,0,,0, 
35,17954,117,0.020,17954,0,七対子,16, 萬子3 萬子3 萬子4 萬子4 萬子6 萬子6 萬子8 萬子8 筒子5 筒子5 索子7 索子7 索子8 索子8
36,2416,126,0.020,2416,0,,0, 
37,14894,96,0.020,14894,0,赤ドラ1 七対子,16, 萬子3 萬子3 萬子3 萬子3 萬子6 萬子6 筒子5 筒子5赤ドラ 筒子5 筒子5 索子7 索子7 北風 北風
38,1696,126,0.020,1696,0,,0, 
39,10244,112,0.020,10244,0,赤ドラ2 七対子,16, 萬子3 萬子3 萬子3 萬子3 萬子5赤ドラ 萬子5 筒子2 筒子2 筒子5 筒子5赤ドラ 南風 南風 白ちゃん 白ちゃん
40,12066,126,0.020,12066,0,,0, 
41,-984,126,0.020,-984,0,,0, 
42,25435,65,0.020,25435,0,赤ドラ1 七対子 五門斉,16, 萬子4 萬子4 萬子5 萬子5 筒子5赤ドラ 筒子5 筒子7 筒子7 索子7 索子7 北風 北風 白ちゃん 白ちゃん
43,9656,126,0.020,9656,0,,0, 
44,9522,104,0.020,9522,0,赤ドラ1 七対子,16, 萬子1 萬子1 萬子4 萬子4 萬子5 萬子5赤ドラ 筒子3 筒子3 西風 北風 西風 北風 白ちゃん 白ちゃん
45,6896,126,0.020,6896,0,,0, 
46,37881,107,0.020,37881,0,七対子 五門斉,16, 萬子3 萬子3 萬子6 萬子6 筒子5 筒子5 索子7 索子7 北風 北風 西風 西風 白ちゃん 白ちゃん
47,4276,126,0.020,4276,0,,0, 
48,20656,68,0.020,20656,0,赤ドラ2 七対子,16, 萬子3 萬子3 萬子3 萬子3 萬子4 萬子4 萬子5赤ドラ 萬子5 筒子5赤ドラ 筒子5 索子4 索子4 西風 西風
49,32525,125,0.020,32525,0,赤ドラ1 七対子,16, 萬子3 萬子3 萬子6 萬子6 萬子9 萬子9 筒子5赤ドラ 筒子5 索子4 索子4 索子7 索子7 白ちゃん 白ちゃん
50,2386,126,0.020,2386,0,,0, 
51,11755,81,0.020,11755,0,七対子,16, 萬子4 萬子4 萬子6 萬子6 筒子5 筒子5 索子4 索子4 索子7 索子7 索子9 索子9 白ちゃん 白ちゃん
52,8818,64,0.020,8818,0,七対子,16, 萬子3 萬子3 萬子4 萬子4 萬子5 萬子5 萬子6 萬子6 索子4 索子4 索子7 索子7 索子8 索子8
53,-984,126,0.020,-984,0,,0, 
54,11906,126,0.020,11906,0,,0, 
55,17672,111,0.020,17672,0,七対子 混一色,16, 萬子1 萬子1 萬子1 萬子1 萬子3 萬子3 萬子4 萬子4 北風 北風 西風 西風 白ちゃん 白ちゃん
56,10608,92,0.020,10608,0,赤ドラ1 七対子,16, 萬子2 萬子2 萬子3 萬子3 萬子6 萬子6 筒子5赤ドラ 筒子5 索子4 索子4 索子8 索子8 白ちゃん 白ちゃん
57,13866,126,0.020,13866,0,,0, 
58,7024,117,0.020,7024,0,七対子,16, 萬子3 萬子3 萬子3 萬子3 萬子4 萬子4 萬子6 萬子6 筒子5 筒子5 筒子7 筒子7 索子7 索子7
59,11926,126,0.020,11926,0,,0, 
60,-324,126,0.020,-324,0,,0, 
61,18816,126,0.020,18816,0,,0, 
62,16450,70,0.020,16450,0,七対子,16, 萬子3 萬子3 萬子4 萬子4 萬子6 萬子6 筒子5 筒子5 索子4 索子4 索子5 索子5 北風 北風
63,286,126,0.020,286,0,,0, 
64,10476,126,0.020,10476,0,,0, 
65,9666,126,0.020,9666,0,,0, 
66,12116,118,0.020,12116,0,赤ドラ1 七対子,16, 萬子3 萬子3 萬子4 萬子4 萬子6 萬子6 筒子5赤ドラ 筒子5 索子4 索子4 索子8 索子8 北風 北風
67,-984,126,0.020,-984,0,,0, 
68,11636,126,0.020,11636,0,,0, 
69,23190,55,0.020,23190,0,赤ドラ1 七対子 五門斉,16, 萬子4 萬子4 筒子5赤ドラ 筒子5 索子4 索子4 索子7 索子7 索子8 索子8 北風 北風 中ちゃん 中ちゃん
70,4026,126,0.020,4026,0,,0, 
71,1886,126,0.020,1886,0,,0, 
72,16780,80,0.020,16780,0,七対子 五門斉,16, 萬子3 萬子3 萬子4 萬子4 萬子5 萬子5 筒子5 筒子5 索子8 索子8 北風 北風 白ちゃん 白ちゃん
73,3566,126,0.020,3566,0,,0, 
74,16322,93,0.020,16322,0,赤ドラ2 七対子,16, 萬子5 萬子5赤ドラ 萬子5 萬子5 萬子6 萬子6 筒子3 筒子3 筒子5 筒子5赤ドラ 索子4 索子4 白ちゃん 白ちゃん
75,9796,113,0.020,9796,0,七対子,16, 萬子9 萬子9 索子3 索子3 索子4 索子4 索子6 索子6 索子7 索子7 北風 北風 白ちゃん 白ちゃん
76,23795,87,0.020,23795,0,赤ドラ1 七対子 五門斉,16, 萬子1 萬子1 萬子4 萬子4 筒子5 筒子5赤ドラ 索子7 索子7 索子8 索子8 北風 北風 白ちゃん 白ちゃん
77,-984,126,0.020,-984,0,,0, 
78,-984,126,0.020,-984,0,,0, 
79,-984,126,0.020,-984,0,,0, 
80,7416,126,0.020,7416,0,,0, 
81,10696,126,0.020,10696,0,,0, 
82,-164,126,0.020,-164,0,,0, 
83,15964,62,0.020,15964,0,赤ドラ1 七対子,16, 萬子4 萬子4 萬子5 萬子5赤ドラ 萬子6 萬子6 筒子5 筒子5 索子2 索子2 索子8 索子8 白ちゃん 白ちゃん
84,9824,96,0.020,9824,0,七対子,16, 萬子1 萬子1 萬子3 萬子3 萬子5 萬子5 索子4 索子4 索子8 索子8 南風 南風 白ちゃん 白ちゃん
85,13235,125,0.020,13235,0,七対子,16, 萬子4 萬子4 萬子5 萬子5 索子4 索子4 索子7 索子7 索子8 索子8 白ちゃん 白ちゃん 發ちゃん 發ちゃん
86,2016,126,0.020,2016,0,,0, 
87,13678,92,0.020,13678,0,赤ドラ1 七対子,16, 萬子1 萬子1 萬子4 萬子4 索子5赤ドラ 索子5 索子7 索子7 索子8 索子8 西風 西風 白ちゃん 白ちゃん
88,25342,116,0.020,25342,0,七対子,16, 萬子4 萬子4 萬子6 萬子6 萬子9 萬子9 索子4 索子4 索子7 索子7 索子8 索子8 北風 北風
89,-984,126,0.020,-984,0,,0, 
90,20708,64,0.020,20708,0,赤ドラ1 七対子 五門斉,16, 萬子1 萬子1 萬子4 萬子4 萬子5赤ドラ 萬子5 筒子5 筒子5 索子4 索子4 西風 西風 白ちゃん 白ちゃん
91,18241,121,0.020,18241,0,赤ドラ1 七対子,16, 萬子4 萬子4 萬子6 萬子6 筒子3 筒子3 筒子5赤ドラ 筒子5 索子4 索子4 索子8 索子8 東風 東風
92,13680,90,0.020,13680,0,七対子,16, 萬子3 萬子3 萬子4 萬子4 索子4 索子4 索子7 索子7 索子8 索子8 西風 西風 發ちゃん 發ちゃん
93,7116,126,0.020,7116,0,,0, 
94,3126,126,0.020,3126,0,,0, 
95,22166,118,0.020,22166,0,七対子,16, 萬子4 萬子4 筒子3 筒子3 索子4 索子4 索子7 索子7 索子8 索子8 白ちゃん 白ちゃん 中ちゃん 中ちゃん
96,17642,93,0.020,17642,0,赤ドラ1 七対子,16, 萬子3 萬子3 筒子5 筒子5赤ドラ 索子4 索子4 索子7 索子7 索子8 索子8 白ちゃん 中ちゃん 中ちゃん 白ちゃん
97,12500,86,0.020,12500,0,七対子,16, 萬子3 萬子3 萬子5 萬子5 索子4 索子4 北風 北風 西風 西風 南風 南風 白ちゃん 白ちゃん
98,17275,105,0.020,17275,0,七対子 五門斉,16, 萬子3 萬子3 筒子9 筒子9 索子4 索子4 索子6 索子6 索子8 索子8 南風 南風 白ちゃん 白ちゃん
99,8190,90,0.020,8190,0,七対子,16, 萬子1 萬子1 萬子3 萬子3 萬子4 萬子4 萬子6 萬子6 筒子5 筒子5 索子3 索子3 索子8 索子8
100,12856,126,0.020,12856,0,,0, 
101,-574,126,0.020,-574,0,,0, 
102,12426,126,0.020,12426,0,,0, 
103,2826,126,0.020,2826,0,,0, 
104,20628,97,0.020,20628,0,赤ドラ1 七対子 五門斉,16, 萬子4 萬子4 萬子5赤ドラ 萬子5 筒子5 筒子5 索子3 索子3 北風 北風 南風 南風 白ちゃん 白ちゃん
105,11175,65,0.020,11175,0,赤ドラ1 七対子,16, 萬子3 萬子3 萬子4 萬子4 萬子5 萬子5赤ドラ 萬子6 萬子6 筒子5 筒子5 筒子8 筒子8 索子4 索子4
106,-984,126,0.020,-984,0,,0, 
107,19029,103,0.020,19029,0,赤ドラ1 七対子,16, 萬子3 萬子3 萬子4 萬子4 筒子5 筒子5赤ドラ 索子4 索子4 索子8 索子8 索子8 索子8 北風 北風
108,30387,109,0.020,30387,0,赤ドラ1 七対子,16, 萬子5 萬子5赤ドラ 筒子4 筒子4 筒子5 筒子5 索子4 索子4 索子6 索子6 索子7 索子7 白ちゃん 白ちゃん
109,9680,115,0.020,9680,0,七対子,16, 萬子3 萬子3 萬子6 萬子6 筒子1 筒子1 索子4 索子4 索子7 索子7 中ちゃん 中ちゃん 白ちゃん 白ちゃん
110,29086,52,0.020,29086,0,七対子 五門斉,16, 萬子3 萬子3 筒子6 筒子6 索子3 索子3 索子6 索子6 索子7 索子7 北風 北風 白ちゃん 白ちゃん
111,6206,126,0.020,6206,0,,0, 
112,7026,126,0.020,7026,0,,0, 
113,18986,94,0.020,18986,0,赤ドラ2 七対子 五門斉,16, 萬子3 萬子3 萬子5赤ドラ 萬子5 筒子5 筒子5赤ドラ 索子6 索子6 索子7 索子7 南風 南風 白ちゃん 白ちゃん
114,12748,78,0.020,12748,0,七対子,16, 萬子4 萬子4 萬子6 萬子6 萬子9 萬子9 筒子9 筒子9 索子7 索子7 索子8 索子8 白ちゃん 白ちゃん
115,12520,39,0.020,12520,0,赤ドラ1 七対子,16, 萬子1 萬子1 萬子3 萬子3 萬子4 萬子4 萬子5 萬子5 萬子6 萬子6 筒子5 筒子5赤ドラ 索子4 索子4
116,8486,126,0.020,8486,0,,0, 
117,5076,126,0.020,5076,0,,0, 
118,13726,126,0.020,13726,0,,0, 
119,286,126,0.020,286,0,,0, 
120,1926,126,0.020,1926,0,,0, 
121,24870,100,0.020,24870,0,赤ドラ1 七対子 五門斉,16, 萬子4 萬子4 筒子5 筒子5 筒子5赤ドラ 筒子5 索子4 索子4 索子7 索子7 北風 北風 白ちゃん 白ちゃん
122,27486,126,0.020,27486,0,,0, 
123,18010,80,0.020,18010,0,赤ドラ1 七対子,16, 萬子4 萬子4 萬子6 萬子6 筒子5赤ドラ 筒子5 索子4 索子4 索子7 索子7 索子8 索子8 西風 西風
124,11401,49,0.020,11401,0,七対子,16, 萬子5 萬子5 萬子9 萬子9 筒子5 筒子5 索子4 索子4 索子7 索子7 索子8 索子8 白ちゃん 白ちゃん
125,2006,126,0.020,2006,0,,0, 
126,206,126,0.020,206,0,,0, 
127,3986,126,0.020,3986,0,,0, 
128,11476,126,0.020,11476,0,,0, 
129,14140,80,0.020,14140,0,赤ドラ1 七対子,16, 萬子3 萬子3 萬子6 萬子6 筒子5 筒子5赤ドラ 索子1 索子1 索子7 索子7 索子8 索子8 白ちゃん 白ちゃん
130,22585,105,0.020,22585,0,七対子 五門斉,16, 萬子4 萬子4 筒子5 筒子5 索子7 索子7 索子8 索子8 北風 北風 白ちゃん 白ちゃん 發ちゃん 發ちゃん
131,616,126,0.020,616,0,,0, 
132,816,126,0.020,816,0,,0, 
133,6516,126,0.020,6516,0,,0, 
134,18810,75,0.020,18810,0,赤ドラ1 七対子 五門斉,16, 萬子4 萬子4 萬子5赤ドラ 萬子5 萬子6 萬子6 筒子5 筒子5 索子4 索子4 西風 西風 白ちゃん 白ちゃん
135,696,126,0.020,696,0,,0, 
136,17880,60,0.020,17880,0,七対子,16, 萬子4 萬子4 萬子6 萬子6 萬子8 萬子8 筒子5 筒子5 索子7 索子7 索子8 索子8 白ちゃん 白ちゃん
137,1356,126,0.020,1356,0,,0, 
138,7486,126,0.020,7486,0,,0, 
139,22543,69,0.020,22543,0,七対子 混一色,16, 索子3 索子3 索子4 索子4 索子5 索子5 索子6 索子6 索子8 索子8 南風 南風 白ちゃん 白ちゃん
140,18379,67,0.020,18379,0,七対子 五門斉,16, 萬子4 萬子4 筒子3 筒子3 筒子5 筒子5 筒子9 筒子9 索子4 索子4 南風 南風 白ちゃん 白ちゃん
141,20160,115,0.020,20160,0,赤ドラ1 七対子,16, 萬子3 萬子3 萬子4 萬子4 萬子6 萬子6 筒子5 筒子5赤ドラ 索子1 索子1 索子7 索子7 白ちゃん 白ちゃん
142,10898,64,0.020,10898,0,赤ドラ1 七対子,16, 萬子4 萬子4 萬子5 萬子5赤ドラ 筒子3 筒子3 筒子5 筒子5 索子4 索子4 索子8 索子8 白ちゃん 白ちゃん
143,3646,126,0.020,3646,0,,0, 
144,15326,126,0.020,15326,0,,0, 
145,21585,125,0.020,21585,0,七対子,16, 萬子1 萬子1 萬子2 萬子2 萬子3 萬子3 萬子5 萬子5 筒子5 筒子5 筒子5 筒子5 索子4 索子4
146,3656,126,0.020,3656,0,,0, 
147,4466,126,0.020,4466,0,,0, 
148,20033,101,0.020,20033,0,七対子,16, 萬子4 萬子4 索子1 索子1 索子4 索子4 索子7 索子7 索子8 索子8 北風 北風 白ちゃん 白ちゃん
149,18324,91,0.020,18324,0,七対子,16, 萬子1 萬子1 萬子3 萬子3 萬子4 萬子4 萬子6 萬子6 筒子5 筒子5 索子7 索子7 白ちゃん 白ちゃん
150,35866,126,0.020,35866,0,,0, 
151,3026,126,0.020,3026,0,,0, 
152,-984,126,0.020,-984,0,,0, 
153,38186,126,0.020,38186,0,,0, 
154,18874,53,0.020,18874,0,七対子 五門斉,16, 萬子1 萬子1 萬子3 萬子3 筒子5 筒子5 索子8 索子8 南風 南風 西風 西風 白ちゃん 白ちゃん
155,11058,78,0.020,11058,0,七対子,16, 萬子1 萬子1 萬子6 萬子6 筒子5 筒子5 索子3 索子3 索子4 索子4 索子7 索子7 白ちゃん 白ちゃん
156,18526,126,0.020,18526,0,,0, 
157,38408,119,0.020,38408,0,赤ドラ2 七対子,16, 萬子1 萬子1 萬子3 萬子3 萬子5赤ドラ 萬子5 筒子1 筒子1 筒子5 筒子5 筒子5 筒子5赤ドラ 白ちゃん 白ちゃん
158,19346,126,0.020,19346,0,,0, 
159,3236,126,0.020,3236,0,,0, 
160,15160,88,0.020,15160,0,七対子,16, 萬子1 萬子1 萬子3 萬子3 萬子4 萬子4 索子7 索子7 索子8 索子8 西風 西風 北風 北風
161,536,126,0.020,536,0,,0, 
162,16258,51,0.020,16258,0,七対子,16, 萬子1 萬子1 萬子4 萬子4 萬子6 萬子6 筒子5 筒子5 索子4 索子4 索子7 索子7 北風 北風
163,13108,92,0.020,13108,0,赤ドラ1 七対子,16, 萬子3 萬子3 萬子4 萬子4 萬子5 萬子5 筒子2 筒子2 筒子5 筒子5赤ドラ 索子4 索子4 北風 北風
164,9856,126,0.020,9856,0,,0, 
165,20430,120,0.020,20430,0,七対子 五門斉,16, 萬子3 萬子3 萬子4 萬子4 萬子6 萬子6 筒子5 筒子5 索子7 索子7 北風 北風 白ちゃん 白ちゃん
166,22766,126,0.020,22766,0,,0, 
167,8566,126,0.020,8566,0,,0, 
168,5766,126,0.020,5766,0,,0, 
169,-574,126,0.020,-574,0,,0, 
170,20496,126,0.020,20496,0,,0, 
171,20892,48,0.020,20892,0,赤ドラ1 七対子,16, 萬子1 萬子1 萬子3 萬子3 萬子4 萬子4 萬子6 萬子6 筒子5 筒子5赤ドラ 索子4 索子4 北風 北風
172,10770,95,0.020,10770,0,赤ドラ1 七対子,16, 萬子3 萬子3 萬子4 萬子4 萬子5 萬子5赤ドラ 索子7 索子7 索子8 索子8 西風 西風 白ちゃん 白ちゃん
173,6176,126,0.020,6176,0,,0, 
174,6516,126,0.020,6516,0,,0, 
175,11126,126,0.020,11126,0,,0, 
176,8965,125,0.020,8965,0,赤ドラ1 七対子,16, 萬子3 萬子3 萬子4 萬子4 萬子5 萬子5 萬子6 萬子6 筒子5赤ドラ 筒子5 索子7 索子7 發ちゃん 發ちゃん
177,9507,61,0.020,9507,0,七対子,16, 萬子3 萬子3 萬子4 萬子4 筒子4 筒子4 筒子5 筒子5 索子7 索子7 索子8 索子8 白ちゃん 白ちゃん
178,576,126,0.020,576,0,,0, 
179,1716,126,0.020,1716,0,,0, 
180,1266,126,0.020,1266,0,,0, 
181,-84,126,0.020,-84,0,,0, 
182,14586,126,0.020,14586,0,,0, 
183,10365,89,0.020,10365,0,赤ドラ1 七対子,16, 萬子1 萬子1 萬子3 萬子3 萬子6 萬子6 萬子7 萬子7 筒子5赤ドラ 筒子5 索子4 索子4 中ちゃん 中ちゃん
184,2466,126,0.020,2466,0,,0, 
185,15934,79,0.020,15934,0,七対子 五門斉,16, 萬子3 萬子3 筒子5 筒子5 索子7 索子7 北風 北風 南風 南風 白ちゃん 白ちゃん 白ちゃん 白ちゃん
186,-614,126,0.020,-614,0,,0, 
187,17750,95,0.020,17750,0,赤ドラ1 七対子 五門斉,16, 萬子6 萬子6 筒子5 筒子5赤ドラ 索子4 索子4 索子7 索子7 索子8 索子8 北風 北風 白ちゃん 白ちゃん
188,5466,126,0.020,5466,0,,0, 
189,-984,126,0.020,-984,0,,0, 
190,15614,53,0.020,15614,0,赤ドラ1 七対子,16, 萬子3 萬子3 萬子4 萬子4 萬子6 萬子6 筒子5 筒子5赤ドラ 索子2 索子2 索子8 索子8 北風 北風
191,-984,126,0.020,-984,0,,0, 
192,5696,126,0.020,5696,0,,0, 
193,10056,126,0.020,10056,0,,0, 
194,16016,52,0.020,16016,0,七対子 五門斉,16, 萬子2 萬子2 萬子4 萬子4 筒子5 筒子5 索子4 索子4 索子7 索子7 北風 北風 白ちゃん 白ちゃん
195,16000,90,0.020,16000,0,赤ドラ2 七対子,16, 萬子3 萬子3 萬子5 萬子5赤ドラ 萬子6 萬子6 筒子5赤ドラ 筒子5 筒子5 筒子5 索子7 索子7 白ちゃん 白ちゃん
196,25708,73,0.020,25708,0,七対子 五門斉,16, 萬子4 萬子4 筒子5 筒子5 索子6 索子6 索子7 索子7 北風 北風 西風 西風 白ちゃん 白ちゃん
197,9308,64,0.020,9308,0,七対子,16, 萬子1 萬子1 萬子3 萬子3 萬子4 萬子4 筒子5 筒子5 索子7 索子7 索子8 索子8 北風 北風
198,6846,113,0.020,6846,0,七対子,16, 萬子1 萬子1 萬子3 萬子3 萬子4 萬子4 萬子6 萬子6 筒子5 筒子5 索子6 索子6 中ちゃん 中ちゃん
199,9635,89,0.020,9635,0,七対子,16, 萬子3 萬子3 萬子3 萬子3 萬子4 萬子4 萬子7 萬子7 筒子5 筒子5 南風 南風 白ちゃん 白ちゃん
200,17935,105,0.020,17935,0,七対子,16, 萬子4 萬子4 筒子6 筒子6 索子3 索子3 索子6 索子6 索子7 索子7 索子8 索子8 白ちゃん 白ちゃん
201,9636,126,0.020,9636,0,,0, 
202,18056,113,0.020,18056,0,七対子,16, 萬子3 萬子3 萬子5 萬子5 索子4 索子4 索子6 索子6 索子7 索子7 南風 南風 白ちゃん 白ちゃん
203,4806,126,0.020,4806,0,,0, 
204,-984,126,0.020,-984,0,,0, 
205,14388,92,0.020,14388,0,赤ドラ1 七対子,16, 萬子3 萬子3 萬子4 萬子4 萬子5 萬子5 萬子6 萬子6 筒子5赤ドラ 筒子5 索子1 索子1 北風 北風
206,8986,126,0.020,8986,0,,0, 
207,20526,126,0.020,20526,0,,0, 
208,656,126,0.020,656,0,,0, 
209,14011,121,0.020,14011,0,七対子 五門斉,16, 萬子2 萬子2 萬子6 萬子6 筒子5 筒子5 索子7 索子7 索子8 索子8 北風 北風 白ちゃん 白ちゃん
210,13369,67,0.020,13369,0,赤ドラ1 七対子,16, 萬子3 萬子3 萬子4 萬子4 萬子5 萬子5 萬子6 萬子6 筒子5赤ドラ 筒子5 白ちゃん 白ちゃん 白ちゃん 白ちゃん
211,21300,115,0.020,21300,0,赤ドラ2 七対子,16, 萬子1 萬子1 萬子3 萬子3 萬子5 萬子5赤ドラ 萬子6 萬子6 筒子5赤ドラ 筒子5 筒子5 筒子5 索子7 索子7
212,-614,126,0.020,-614,0,,0, 
213,11346,126,0.020,11346,0,,0, 
214,6636,126,0.020,6636,0,,0, 
215,8566,126,0.020,8566,0,,0, 
216,34805,125,0.020,34805,0,七対子 五門斉,16, 萬子1 萬子1 萬子4 萬子4 萬子6 萬子6 筒子5 筒子5 索子8 索子8 東風 東風 白ちゃん 白ちゃん
217,8592,93,0.020,8592,0,七対子,16, 萬子3 萬子3 萬子6 萬子6 筒子1 筒子1 筒子5 筒子5 索子4 索子4 索子7 索子7 白ちゃん 白ちゃん
218,18726,113,0.020,18726,0,七対子,16, 萬子1 萬子1 萬子3 萬子3 萬子4 萬子4 萬子6 萬子6 筒子5 筒子5 索子7 索子7 白ちゃん 白ちゃん
219,14276,126,0.020,14276,0,,0, 
220,3316,126,0.020,3316,0,,0, 
221,26543,123,0.020,26543,0,赤ドラ1 七対子,16, 萬子3 萬子3 萬子4 萬子4 萬子6 萬子6 筒子5 筒子5赤ドラ 筒子8 筒子8 索子8 索子8 白ちゃん 白ちゃん
222,11372,104,0.020,11372,0,七対子,16, 萬子4 萬子4 萬子6 萬子6 筒子5 筒子5 索子6 索子6 索子7 索子7 索子8 索子8 北風 北風
223,17166,126,0.020,17166,0,,0, 
224,26072,116,0.020,26072,0,赤ドラ1 七対子,16, 萬子1 萬子1 萬子3 萬子3 萬子6 萬子6 萬子6 萬子6 筒子5赤ドラ 筒子5 索子4 索子4 南風 南風
225,3976,126,0.020,3976,0,,0, 
226,17866,126,0.020,17866,0,,0, 
227,18466,57,0.020,18466,0,七対子 五門斉,16, 萬子3 萬子3 萬子4 萬子4 萬子6 萬子6 筒子5 筒子5 索子7 索子7 西風 西風 白ちゃん 白ちゃん
228,3526,126,0.020,3526,0,,0, 
229,2826,126,0.020,2826,0,,0, 
230,6886,126,0.020,6886,0,,0, 
231,4356,126,0.020,4356,0,,0, 
232,25840,82,0.020,25840,0,七対子,16, 萬子4 萬子4 筒子5 筒子5 索子2 索子2 索子3 索子3 索子6 索子6 索子7 索子7 白ちゃん 白ちゃん
233,29174,124,0.020,29174,0,赤ドラ1 七対子 五門斉,16, 萬子5 萬子5 筒子5 筒子5赤ドラ 索子3 索子3 索子4 索子4 北風 北風 白ちゃん 白ちゃん 中ちゃん 中ちゃん
234,15855,89,0.020,15855,0,赤ドラ1 七対子,16, 萬子4 萬子4 萬子5赤ドラ 萬子5 索子4 索子4 索子6 索子6 索子7 索子7 北風 北風 白ちゃん 白ちゃん
235,20106,126,0.020,20106,0,,0, 
236,27902,122,0.020,27902,0,七対子 五門斉,16, 萬子3 萬子3 萬子4 萬子4 筒子5 筒子5 索子8 索子8 北風 北風 南風 南風 白ちゃん 白ちゃん
237,-984,126,0.020,-984,0,,0, 
238,9885,45,0.020,9885,0,七対子,16, 萬子3 萬子3 萬子4 萬子4 萬子6 萬子6 筒子5 筒子5 索子4 索子4 中ちゃん 白ちゃん 中ちゃん 白ちゃん
239,-984,126,0.020,-984,0,,0, 
240,18256,118,0.020,18256,0,七対子,16, 萬子3 萬子3 萬子4 萬子4 萬子5 萬子5 萬子6 萬子6 筒子5 筒子5 索子1 索子1 白ちゃん 白ちゃん
241,5496,126,0.020,5496,0,,0, 
242,28579,103,0.020,28579,0,七対子 五門斉,16, 萬子1 萬子1 萬子4 萬子4 萬子6 萬子6 筒子5 筒子5 索子7 索子7 北風 北風 白ちゃん 白ちゃん
243,616,126,0.020,616,0,,0, 
244,13136,126,0.020,13136,0,,0, 
245,4876,126,0.020,4876,0,,0, 
246,-984,126,0.020,-984,0,,0, 
247,26885,83,0.020,26885,0,七対子,16, 筒子5 筒子5 索子3 索子3 索子5 索子5 索子6 索子6 索子7 索子7 索子8 索子8 北風 北風
248,29796,94,0.020,29796,0,赤ドラ2 七対子,16, 萬子4 萬子4 萬子5赤ドラ 萬子5 萬子6 萬子6 筒子2 筒子2 筒子5 筒子5赤ドラ 索子7 索子7 白ちゃん 白ちゃん
249,25738,97,0.020,25738,0,七対子 五門斉,16, 萬子3 萬子3 萬子6 萬子6 筒子5 筒子5 索子7 索子7 索子8 索子8 北風 北風 白ちゃん 白ちゃん
